times_suggested	from_opus	mod	from	via	to_pillar	motif	consensus	verdicts	hook
3	False	ars_nouveau	ars_nouveau:source_gem	create_new_age:energising	create	M-17	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	Charging a source_gem in the Energizing Orb (Create New Age FE → arcane energy) threads Create's electrical tier into th
3	False	ars_nouveau	ars_nouveau:source_gem	create:pressing → numismatics mint	economy	M-08	REJECT	{'REJECT': 3}	source_gem is the RESERVED universal magic currency hub (reagent-ownership); minting it as a numismatics coin would doub
2	False	ars_nouveau	foreign essences / lapis / amethyst	ars_nouveau:imbuement → source_gem	magic	M-01	ACCEPT	{'ACCEPT': 2}	the imbuement chamber is the universal arcane mint — every magic reagent in the pack passes through it on the way to sou
2	False	ars_nouveau	ars_nouveau:archwood logs/planks	create:milling → create:mixing	create	M-12	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	Archwood is a unique magical timber — milling it yields a special arcane sawdust or pulp that feeds a Create mixing step
2	False	ars_nouveau	foreign mob/boss drops (from any survival mod)	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 2}	Imbuement chamber as a foreign-material refinery: mob drops and boss materials from brazil_legends/cataclysm/naturalist 
2	False	ars_nouveau	ars_nouveau:source_gem (lapis/amethyst path)	ars_nouveau:imbuement → create:crushing (pre-step)	create	M-10	REJECT	{'REJECT': 1, 'ACCEPT': 1}	M-10 says "don't gate basic components behind infusion." Lapis and amethyst are everyday materials; routing them through
2	False	ars_nouveau	ars_nouveau drygmy-farmed mob drops	occultism:spirit_fire or ars_nouveau:summon_ritual	magic	M-11	ACCEPT	{'ACCEPT': 2}	Drygmy-collected mob drops (scales, feathers, rare boss parts passively farmed from the mob pen) feed a Ritual or Spirit
2	False	ars_nouveau	ars_nouveau:drygmy_charm (automated mob-drop harvester)	occultism:spirit_trade / miner	magic	M-18	ACCEPT	{'ACCEPT': 2}	Drygmy (Ars) and Occultism spirit-traders are both magic-logistics nodes; routing specific scarce mob drops through spir
2	False	ars_nouveau	foreign essences (lapis, amethyst, irons_spellbooks:arcane_essence, source_gem hub)	ars_nouveau:imbuement	magic	M-01	ACCEPT	{'ACCEPT': 2}	imbuement chamber as the universal magic-currency mint; this IS the M-01 reserved reagent ownership. Confirming it as th
2	False	ars_nouveau	ars_nouveau source_gem (M-01 hub reagent, already reserved)	ars_nouveau:imbuement	magic	M-01	ACCEPT	{'ACCEPT': 2}	foreign magic essences (Iron's arcane_essence, Occultism spirit solution) are minted into/out of source_gem through the 
2	False	ars_nouveau	ars_nouveau spell scrolls / enchanted gear (magic-exclusive outputs)	locked exclusives + M-29	create	M-29	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	a Create-tier automated mechanism requires an Ars Nouveau enchantment (spell scroll applied via deployer or enchanting a
2	False	ars_nouveau	ars_nouveau Alchemical Sourcelink (consumes brewed potions)	irons_spellbooks:alchemist_cauldron_brew	magic	M-29	ACCEPT	{'ACCEPT': 2}	Iron's Spellbooks potions brewed in the alchemist cauldron are fed to the Alchemical Sourcelink to generate Source — an 
2	False	ars_nouveau	ars_nouveau enchanting_apparatus (needs ring of augments, magical blocks as pedestals)	create:mechanical_crafting (pedestal components)	create	M-05	ACCEPT	{'ACCEPT': 2}	the enchanting apparatus's ritual pedestals require certain processed Create components (polished stone, brass items) ar
2	False	ars_nouveau	ars_nouveau:enchanting_apparatus	service-for-hire	economy	M-33	ACCEPT	{'ACCEPT': 2}	a magic specialist enchants other players' gear using the Enchanting Apparatus for payment — labor flowing player-to-pla
2	False	ars_nouveau	ars_nouveau:archwood_log (Ars forest biomes)	ars_nouveau:volcanic_sourcelink (archwood burns for bonus Source)	survival	M-26	REJECT	{'REJECT': 2}	the volcanic sourcelink consuming archwood is already Ars' own native mechanic, not a cross-system weave — this doesn't 
2	False	ars_nouveau	ars_nouveau:source_gem (imbuement output)	ars_nouveau:enchanting_apparatus	economy	M-33	ACCEPT	{'ACCEPT': 2}	A magic specialist enchants another player's gear for hire — source gems are spent as the service fee, so the spell-cast
2	False	ars_nouveau	any mob-drop → ars_nouveau:vitalic_sourcelink	Vitalic Sourcelink passive (non-recipe)	survival	M-02	ACCEPT	{'ACCEPT': 2}	Mob farms (hostile/passive) generate Source passively through the Vitalic link — survival-danger output (mob drops, deat
1	False	ars_nouveau	ars_nouveau:archwood_log (archwood burns; Volcanic Sourcelink bonus for archwood)	ars_nouveau:imbuement (or haunting as a Create bridge)	create	M-19	REJECT	{'REJECT': 1}	archwood-as-fuel is a passive Source mechanic, not a material that Create's haunting method wants — no meaningful Create
1	False	ars_nouveau	ars_nouveau:source_gem	create:crushing (crush spent source blocks)	create	M-04	REJECT	{'REJECT': 1}	source_gem is the reserved magic currency (reagent-ownership); routing it through create:crushing recycle loop would und
1	False	ars_nouveau	foreign ore/mineral	ars_nouveau:crush	create	M-12	ACCEPT	{'ACCEPT': 1}	the Arcane Crusher grinds metals into dust by channeling Source — the magic web contributes to processing, not just buff
1	False	ars_nouveau		ars_nouveau:crush	create	M-12	REJECT	{'REJECT': 1}	ars_nouveau:crush outputs magic crushed materials, not Create crushed_ore; this is inbound-to-magic (M-10 or M-01 territ
1	False	ars_nouveau		ars_nouveau:drygmy_charm (passive Drygmy collection — not a recipe-type, but a recognized non-recipe mechanic)	survival	M-02	ACCEPT	{'ACCEPT': 1}	set up a Drygmy menagerie near the mob farm; magic automation harvests the drops that feed rituals
1	False	ars_nouveau	ars_nouveau:drygmy_charm passive mob-drop collection	ars_nouveau:summon_ritual	survival	M-02	ACCEPT	{'ACCEPT': 1}	Drygmy farms automate mob drops (feathers, bones, leather) from a pen of live mobs — mob-drop reagent sink (M-02) runnin
1	False	ars_nouveau	mob drops → Vitalic/Drygmy → Source generation	non-recipe (native sourcelink)	survival	M-02	ACCEPT	{'ACCEPT': 1}	Any mob farm or Alex's Mobs enclosure quietly powers the Ars magic system; organic surplus doesn't go to waste.
1	False	ars_nouveau	ars_nouveau:mage_bloom crop	farmersdelight:cutting or create:milling	create	M-12	ACCEPT	{'ACCEPT': 1}	mage bloom is a growable magic crop; milling it yields a raw arcane flour or petal powder usable as a Create mixing reag
1	False	ars_nouveau	ars_nouveau:drygmy_charm farm (passive mob-drop harvester)	occultism:spirit_trade or minecolonies worker	create	M-18	ACCEPT	{'ACCEPT': 1}	Drygmy passively collects drops from corralled mobs; routing that surplus mob-drop haul through Occultism spirit-trade c
1	False	ars_nouveau	ars_nouveau:archwood_log	create_dragons_plus:ending (Bulk Ending uses dragon breath)	create	M-10	ACCEPT	{'ACCEPT': 1}	passing archwood through a dragon-breath fan chamber produces an arcane processed form — Create's engineering arm feeds 
1	False	ars_nouveau	farm/mob surplus (any organic output — crops, mob deaths/babies, brewed potions)	ars_nouveau:agronomic_sourcelink / vitalic_sourcelink (native passive drain)	survival	M-02	ACCEPT	{'ACCEPT': 1}	the Agronomic and Vitalic Sourcelinks passively consume crop growth and mob deaths as Source fuel — survival farms and m
1	False	ars_nouveau	farm/mob surplus (crops, mob drops, babies from farmersdelight/naturalist/etc.)	ars_nouveau:agronomic_sourcelink / vitalic_sourcelink (passive Source generation)	magic	M-02	ACCEPT	{'ACCEPT': 1}	planting a crop near a Sourcelink turns the farm's output into arcane fuel — survival feeds magic without a recipe
1	False	ars_nouveau	ars_nouveau drygmy mob-drop farm (passive drops from penned mobs)	occultism:spirit_trade or create:milling (mob drops → ore dust)	create	M-18	ACCEPT	{'ACCEPT': 1}	the Drygmy charm passively collects mob drops for the magic player — a logistics-summoning method that provides raw mate
1	False	ars_nouveau	ars_nouveau spell turrets (automated spell deployment)	create:deploying analogy	create	M-20	REJECT	{'REJECT': 1}	spell turrets fire spells, they don't apply a woven part onto a base item (M-20's definition); forcing Create:deploying 
1	False	ars_nouveau	ars_nouveau imbuement / enchanting_apparatus	ars_nouveau:imbuement	create	M-10	ACCEPT	{'ACCEPT': 1}	Create-processed metal plates or refined alloys (electrum, brass) fed into the Imbuement Chamber gain arcane properties 
1	False	ars_nouveau	ars_nouveau:drygmy mob-drop farm	ars_nouveau:summon_ritual + Create auto-output	create	M-29	ACCEPT	{'ACCEPT': 1}	Drygmy farm outputs rare mob drops → Create funnel → processing chain; magic-gathered material feeds Create production (
1	False	ars_nouveau	ars_nouveau:alchemical_sourcelink (consumes brewed potion-jars)	irons_spellbooks:alchemist_cauldron_brew → sourcelink	magic	M-01	ACCEPT	{'ACCEPT': 1}	Iron's Spellbooks brews potions in its alchemist cauldron; those potion-jars feed the Alchemical Sourcelink for Source g
1	False	ars_nouveau	ars_nouveau:drygmy + mob mantle	alexsmobs mob drops passively collected	survival	M-02	ACCEPT	{'ACCEPT': 1}	Drygmy charms near Alex's Mobs entities passively collect their unique drops (ambergris, bear_dust, void_worm parts) — t
1	False	ars_nouveau	ars_nouveau:imbuement (foreign essences → source_gem)	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 1}	foreign essences from Iron's Spellbooks, Occultism, and other magic mods refine into source_gem through imbuement — the 
1	False	ars_nouveau	mob-kill drops + crop/mob growth (via Vitalic / Agronomic Sourcelinks)	passive Source generation (non-recipe mechanic)	survival	M-02	ACCEPT	{'ACCEPT': 1}	your farm and mob farm feed the arcane engine automatically — survival pressure output (food/mob) becomes magic fuel
1	False	ars_nouveau	ars_nouveau:source_gem (as cross-route input requirement)	KubeJS recipe authoring (M-29) — require source_gem in a Create or MineColonies recipe	economy	M-29	ACCEPT	{'ACCEPT': 1}	building a precision Create component demands a source_gem core, so the tech specialist must trade with the magic specia
1	False	ars_nouveau	seasonal crops (Serene Seasons gated)	ars_nouveau:agronomic_sourcelink	survival	M-16	ACCEPT	{'ACCEPT': 1}	a seasonal crop grown only in summer feeding the Agronomic Sourcelink makes Source supply seasonal — the magic specialis
1	True	ars_nouveau	foreign farm-crop surplus / saplings	ars_nouveau:agronomic_sourcelink (passive Source generation from growth)	survival	M-02	ACCEPT	{'ACCEPT': 2}	a mage's garden of farm crops powers the arcane economy passively — survival's farm output natively feeds the magic spin
1	True	ars_nouveau	lapis/amethyst/foreign essences	ars_nouveau:imbuement → source_gem (the M-01 hub)	magic	M-01	ACCEPT	{'ACCEPT': 1}	source_gem is the universal magic currency every other magic mod mints into — this is the reserved M-01 spine (reagent-o
1	True	ars_nouveau	source-charged focus/reagent	createaddition:charging (Create FE charges an arcane item)	create	M-17	ACCEPT	{'ACCEPT': 1}	threading Create's electric tier into the magic gear — only where it makes sense, e.g. charging a battery-backed focus; 
1	True	ars_nouveau	cross-route — a Create endgame recipe requires a source_gem-derived reagent (and an Ars recipe requires a Create part)	KubeJS recipe authoring	create	M-29	ACCEPT	{'ACCEPT': 1}	the purest "nobody self-sufficient" — the tech specialist must trade with the mage for a high-tier component
1	True	ars_nouveau	ars_nouveau:enchanting (enchant-for-hire)	a mage performs spell-write/enchant work on another player's gear; payment emergent	economy	M-33	ACCEPT	{'ACCEPT': 1}	an enchanter sells *labor* not goods — the player-economy labor axis, you can't buy the capability (pairs with M-37 spel
1	False	ars_nouveau	crop/mob surplus → Vitalic/Agronomic Sourcelinks (native, non-recipe)	Sourcelink mechanic	magic	M-02	ACCEPT	{'ACCEPT': 1}	any mob death, baby growth, or crop harvest already generates Source passively — Ars is the organic-sink for the surviva
1	False	ars_nouveau	Drygmy farm (automated mob drops)	ars_nouveau:summon_ritual / drygmy_charm	economy	M-18	ACCEPT	{'ACCEPT': 1}	Drygmies passively collect mob drops (leather, bones, exotic drops) for any nearby mob; a Drygmy farm is a magic-route l
1	False	ars_nouveau	Create FE (createaddition:charging)	createaddition:charging → Ars wand/focus	create	M-17	ACCEPT	{'ACCEPT': 1}	some Ars Nouveau tools/focuses can hold FE charge (or could with a recipe bridge); routing a Create-electrical charge in
1	False	ars_nouveau	ars_nouveau:enchanting_apparatus	enchanting_apparatus	economy	M-37	ACCEPT	{'ACCEPT': 1}	Ars enchanting services can't be bought — only a magic specialist who built the apparatus can provide enchantments; the 
1	False	ars_nouveau	source_gem → Create ore doubling	create:crushing + ars catalyst	create	M-07	ACCEPT	{'ACCEPT': 1}	a source_gem (or small amount of Source fluid if exposed) as an attunement catalyst in a Create crusher run makes high-v
1	False	ars_nouveau	Ars spell scrolls	ars_nouveau:spell_write	economy	M-33	REJECT	{'REJECT': 1}	spell scrolls as "sellable goods" is ambient M-09 endpoint logic; the correct economy link is M-37 (the knowledge gate —
1	False	ars_nouveau	mob-drop surplus (Drygmy / Vitalic sourcelink)	ars_nouveau:summon_ritual / Vitalic Sourcelink (passive mob-death → Source)	survival	M-02	ACCEPT	{'ACCEPT': 1}	the magic garden literally runs on the farm's surplus — every mob death and baby animal feeds the Source economy, so a r
1	False	ars_nouveau	ars_nouveau:source_gem (Alchemical sourcelink)	ars_nouveau:alchemical_sourcelink (potion jar → Source)	survival	M-26	ACCEPT	{'ACCEPT': 1}	brewing potions and feeding them to the Alchemical sourcelink is a consumption sink that keeps potion demand live — apot
1	False	ars_nouveau	ars_nouveau spell scrolls (combat utility)	loot-seed	survival	M-34	REJECT	{'REJECT': 1}	spell scrolls as loot-table seeds in structures is a valid concept, but ars_nouveau already anchors survival via the mob
1	False	ars_nouveau	ars_nouveau boss drop (Arch-Illager / Guardian summon loot)	loot-seed into ars_nouveau dungeon/ritual loot tables	economy	M-34	ACCEPT	{'ACCEPT': 1}	Ars summon-ritual bosses are already a combat output; a loot-seed adding a scarce arcane component (e.g. a rare essence)
1	False	ars_nouveau	ars_nouveau Vitalic/Agronomic Sourcelinks (mob deaths + crop growth)	native Sourcelink mechanic	survival	M-26	ACCEPT	{'ACCEPT': 1}	farm surplus and mob kills natively feed Source generation — every crop eaten by a Sourcelink radius or mob killed nearb
1	False	ars_nouveau	any crop/tree growth → ars_nouveau:agronomic_sourcelink	Agronomic Sourcelink passive	survival	M-12	ACCEPT	{'ACCEPT': 1}	A farming specialist's planted-block activity generates Source for the magic player nearby; farm output feeds magic with
1	False	ars_nouveau	ars_nouveau:spell scroll (combat spell)	emergent player trade	economy	M-34	ACCEPT	{'ACCEPT': 1}	A combat specialist can't easily mass-produce their own spell scrolls — the mage sells scrolls to fighters who don't hav
1	False	ars_nouveau	ars_nouveau:source_gem	ars_nouveau:imbuement (cross-route: seasonal crop as catalyst)	survival	M-16	ACCEPT	{'ACCEPT': 1}	A seasonal crop (Serene Seasons gated) is the catalyst for a specific Ars imbuement — the magic route depends on the sur
1	False	ars_nouveau	ars_nouveau:worn_notebook (Ars knowledge unlocks)	ars_nouveau progression	economy	M-37	ACCEPT	{'ACCEPT': 1}	Ars spell knowledge (glyphs unlocked by crafting/research) isn't tradeable — only the scrolls/enchanted gear produced by
1	False	ars_nouveau	ars_nouveau:abjuration_essence / fire_essence / earth_essence / water_essence / air_essence (the Ars elemental essences)	ars_nouveau:imbuement → cross-mod crafting (M-10: foreign material refined into a magic reagent)	magic	M-01	ACCEPT	{'ACCEPT': 1}	the magic specialist trades elemental essences for source gems at the imbuement chamber; the hub reagent (M-01 reservati
1	False	ars_nouveau	ars_nouveau:summon_ritual (specifically the Wilden Chimera / Guardian summon)	worldgen/spawn-event gating — the summon_ritual recipe's final step (the ritual circle activation) only yields the boss when triggered during an Enhanced Celestials full moon or Ender Moon night	magic	M-22	ACCEPT	{'ACCEPT': 1}	the Wilden Guardian is already a twilight-tier threat — timing its summoning to the right moon is a ritual constraint a 
1	False	ars_nouveau	northstar:argyre_log / calorian_log (biome-locked exotic timber from Northstar)	ars_nouveau:budding_conversion (the budding_conversion method can convert non-magic blocks into archwood-adjacent budding forms by spending Source)	magic	M-10	ACCEPT	{'ACCEPT': 1}	Northstar's biome-locked exotic logs, once saturated with Source via the budding conversion ritual, slowly bud magical g
1	False	ars_nouveau	ars_nouveau:summon_ritual (Wilden Chimera / Guardian summon)	worldgen/spawn event gating — KubeJS gate the summon_ritual activation so the ritual only completes under the Enhanced Celestials blood moon or Ender Moon event	survival	M-22	ACCEPT	{'ACCEPT': 1}	the Wilden Guardian doesn't answer on an ordinary night — the mage must wait for the right celestial event to open the s
1	False	ars_nouveau	ars_nouveau:mage_bloom (growable magic crop)	ars_nouveau:imbuement (mage_bloom as a catalyst input in an imbuement recipe — consuming blooms to power a specific high-tier imbuement tier)	magic	M-16	ACCEPT	{'ACCEPT': 1}	mage_bloom only blooms in spring/summer (Serene Seasons fertility window) — stocking the imbuement pantry before the blo
29	True	createaddition	createaddition:charging method + createaddition:tesla_coil (FE-charging infrastructure)	createaddition:charging → irons_spellbooks magic gear (charged focuses / spell items)	magic	M-17	ACCEPT	{'ACCEPT': 29}	A tesla coil is a mage's best friend — charging a spell focus through the electric tier bonds Create's energy layer to I
17	False	createaddition	farmed seeds / crops → createaddition:seed_oil → createaddition:liquid_burning for FE generation	M-12 processing-chain pull — agriculture feeds the energy supply line	survival	M-12	ACCEPT	{'ACCEPT': 13, 'REJECT': 4}	surplus harvest goes into the seed press for engine oil; farming the land keeps the factory running — the food economy a
16	False	createaddition	createaddition:seed_oil / bioethanol	Aeronautics liquid_burning fuel (M-13 — fuel → propulsion)	aeronautics	M-13	ACCEPT	{'ACCEPT': 14, 'REJECT': 2}	Bioethanol as an early-game airship fuel before you refine proper diesel — the farming-based fuel line covers entry-leve
10	False	createaddition	createaddition:electrum_ingot / c:ingots/electrum (gold+silver alloy, mid-tier metal)	numismatics mint	economy	M-08	REJECT	{'REJECT': 6, 'ACCEPT': 4}	Electrum is createaddition's internal conductor material (wires/rods used throughout the electrical tier); minting it in
7	False	createaddition	`createaddition:rolling` producing `c:rods/all_metal` and `c:wires/all_metal` tags	Aeronautics structural hull/frame recipes needing copper wire or metal rods as wiring harness	aeronautics	M-24	ACCEPT	{'ACCEPT': 4, 'REJECT': 3}	every ship needs wiring — the rolling mill stamps copper into the wire that runs through the airframe's control surfaces
4	False	createaddition	`createaddition:electrum_ingot` / `electrum_wire` / `electrum_rod` (rolling output)	`ars_nouveau:enchanting_apparatus` or `ars_nouveau:imbuement` as a catalyst/component in a magic construct recipe	magic	M-10	ACCEPT	{'REJECT': 2, 'ACCEPT': 3}	electrum already has a natural home as an electrical conductor; routing it into arcane infusion creates an awkward doubl
4	False	createaddition	createaddition:bioethanol (refined crop fuel)	createaddition:liquid_burning → aeronautics engine intake (as an alternative light-tier propellant)	aeronautics	M-13	ACCEPT	{'ACCEPT': 3, 'REJECT': 1}	bioethanol is a renewable lower-tier fuel that can run a small airship before the crew has diesel/gasoline; escalates th
4	False	createaddition	createaddition:seed_oil / bioethanol (liquid fuels)	createaddition:liquid_burning (burns for FE)	survival	M-26	ACCEPT	{'ACCEPT': 4}	oily crops (seeds, hemp, soy via minecolonies_tweaks tags) are pressed into seed oil → fermented into bioethanol → burne
3	False	createaddition	FE-chargeable Iron's Spellbooks gear / magic-energy items	createaddition:charging (tesla coil FE-charges the item — M-17 — electric/FE charging bridge)	magic	M-17	ACCEPT	{'ACCEPT': 3}	Spinning up a Create alternator to charge your spellbook battery is the moment the factory and the arcane converge — you
3	False	createaddition	createaddition:electrum_ingot (crafted from gold + silver, produced by rolling)	createaddition:rolling	create	M-29	ACCEPT	{'ACCEPT': 3}	electrum requires a silver source (occultism has real silver — c:ingots/silver) plus gold, run through the rolling mill;
2	False	createaddition	irons_spellbooks / ars_nouveau FE-chargeable items (spell foci, arcane batteries, wands with FE capacity)	createaddition:charging — the tesla coil or charging station powers magic gear from the Create electrical grid	magic	M-17	ACCEPT	{'ACCEPT': 2}	wiring your arcane focus into the Create power grid to charge it up is exactly the kind of tech-meets-magic seam the pac
2	False	createaddition	iron's Spellbooks magic gear (FE-chargeable focus / armor)	createaddition:charging (tesla coil)	magic	M-17	ACCEPT	{'ACCEPT': 2}	plugging a magic focus into the Create electrical grid to recharge it makes the two systems feel like real infrastructur
2	False	createaddition	createaddition:electrum_ingot (alloy: gold + silver via create:mixing)	create:pressing → electrum plates → aeronautics hull material	aeronautics	M-23	ACCEPT	{'ACCEPT': 2}	Electrum-clad hull panels on the airship connect the electrical grid to the airframe — the Create electrician builds the
2	False	createaddition	createaddition:biomass / bioethanol	createaddition:liquid_burning → FE → aeronautics engine	aeronautics	M-13	REJECT	{'REJECT': 1, 'ACCEPT': 1}	M-13 fuel is reserved for tfmg:diesel/gasoline/lubricant per reagent-ownership table; bioethanol is a legitimate seconda
2	False	createaddition	createaddition:rolling (ingot→rod/wire)	createaddition:rolling	create	M-32	REJECT	{'REJECT': 1, 'ACCEPT': 1}	rolling is internal to Create's production chain (wires/rods are Create-internal intermediates); this doesn't cross a pi
2	False	createaddition	createaddition:biomass → compost path	minecolonies:composting	economy	M-28	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	excess biomass pellets (Create-Addition byproduct) feed the colony's composter, closing the loop between the energy spin
1	True	createaddition	seed_oil / bioethanol (crop fuels)	createaddition:liquid_burning → Aeronautics engine	aeronautics	M-13	ACCEPT	{'ACCEPT': 1}	farmed seed-oil refined to bioethanol is a renewable propulsion fuel for an airship/vehicle engine, threading agricultur
1	False	createaddition	createaddition:seed_oil / bioethanol (crop-oil fuel)	createaddition:liquid_burning + numismatics	economy	M-12	REJECT	{'REJECT': 1}	the seed_oil liquid-burning is a closed energy loop (crops → oil → FE → back into the machine), not a tradeable end-prod
1	False	createaddition	createaddition:biomass / biomass_pellet	create:compacting + numismatics	economy	M-08	REJECT	{'REJECT': 1}	biomass pellets are not a "scarce regional metal" — they are a renewable crop byproduct. M-08 specifically covers scarce
1	False	createaddition	seed_oil / bioethanol (crop-fermented fuel)	createaddition:liquid_burning	economy	M-12	REJECT	{'REJECT': 1}	liquid_burning makes the crop oil a *fuel input*, not a processed sellable intermediate — M-09 luxury→coin doesn't apply
1	True	createaddition		tfmg:winding (TFMG's winding machine consumes wire)	create	M-12	ACCEPT	{'ACCEPT': 1}	Create Addition's rolled copper wire feeds TFMG's winding machine for coils/motors — bonds the two Create electricity ad
1	True	createaddition		createaddition:charging area-effect	magic	M-17	ACCEPT	{'ACCEPT': 1}	park a magic focus/battery in a tesla-coil field to passively recharge it — the *ambient* charging tier of M-17, a step 
1	True	createaddition		ars_nouveau:imbuement as a conductive arcane substrate	magic	M-10	REJECT	{'REJECT': 1}	row 535 already REJECTed electrum→Ars; concur, electrum here is an electrical-conductor alloy, the gold/silver-alloy-as-
1	False	createaddition	createaddition:copper_wire / electrum_wire (via rolling)	crafting/deploying as aeronautics wiring component	aeronautics	M-24	ACCEPT	{'ACCEPT': 1}	the rolling mill makes the wires; the airship's control surfaces need wires — one feeds the other
1	False	createaddition	createaddition items (electrum_ingot, alternator, accumulator)	createaddition:charging (tesla coil)	magic	M-17	ACCEPT	{'ACCEPT': 1}	The tesla coil charges Iron's Spellbooks battery foci and wearables — the electric layer literally powers your spells.
1	False	createaddition	createaddition:biomass / biomass_pellet	recipe (farmersdelight:cooking or create:compacting)	economy	M-12	REJECT	{'REJECT': 1}	Biomass is already a fuel intermediate; routing it through cooking/compacting into a food-adjacent product is a stretch 
1	False	createaddition	createaddition aeronautics propulsion (electric motor → SU → propeller)	M-24 component → drivetrain	aeronautics	M-24	REJECT	{'REJECT': 1}	the electric motor's role as a propulsion source is already the established function of Create Addition in a Create + ae
1	False	createaddition	createaddition:electrum_ingot	create:mixing / create:pressing	create	M-03	REJECT	{'REJECT': 1}	Electrum is already produced by createaddition's own recipes (gold + silver alloy via Create methods); M-03 is ore-doubl
1	False	createaddition	createaddition:accumulator / portable_energy_interface	create_new_age:energising	create	M-17	REJECT	{'REJECT': 1}	The accumulator stores FE — it's the storage tier of the FE system, not something that receives energy to become a new i
1	False	createaddition	createaddition:seed_oil / bioethanol	createaddition:liquid_burning (already its own method) producing FE → createaddition:charging → irons_spellbooks magic battery/focus	magic	M-17	ACCEPT	{'ACCEPT': 1}	farm your oilseeds, press seed oil, burn it for FE, charge your spellcasting focus — the electric layer bridges the farm
1	False	createaddition	createaddition:copper_wire / copper_spool	recipe (used as wiring in northstar:circuit_engraver circuit boards)	create	M-24	ACCEPT	{'ACCEPT': 1}	rolling mill spools wire; the circuit engraver consumes it — the electrical supply chain feeds the space-tech drivetrain
1	False	createaddition	createaddition:electrum_ingot	create:pressing → structural/electrical component	create	M-08	REJECT	{'REJECT': 1}	electrum is createaddition's own alloy used for wires/rods — routing it through pressing is same-system deepening within
1	False	createaddition	createaddition:charged magic gear (FE → magic item)	createaddition:charging	magic	M-17	ACCEPT	{'ACCEPT': 1}	the electrical layer charges Iron's Spellbooks focus/wand/battery via the tesla coil or charging bench — Create electric
1	False	createaddition	createaddition:electrum_ingot	create:crushing (M-04 recycle)	create	M-04	REJECT	{'REJECT': 1}	electrum is already a Create-side material (produced via Create-Addition's own recipes); crushing it back is a round-tri
1	False	createaddition	createaddition:electrum_ingot	createaddition:rolling (electrum → wire/rod) as required component for aeronautics wiring/control surfaces	aeronautics	M-24	REJECT	{'REJECT': 1}	Electrum as a drivetrain control-surface material is plausible but thinly motivated — aeronautics propulsion is better s
1	False	createaddition	createaddition electrum ingot	create:pressing → electrum plate	create	M-03	REJECT	{'REJECT': 1}	electrum is already a Create-family material (Create Addition owns it); pressing it within the same mod is not a cross-s
