times_suggested	from_opus	mod	from	via	to_pillar	motif	consensus	verdicts	hook
1	False	create_better_villagers	Miner villager (buys raw andesite/copper/brass)	emerald → coin re-denomination	economy	M-08	REJECT	{'REJECT': 1}	the Miner profession buying raw materials is only meaningful once the economy currency swap lands; until then it's a van
1	False	create_better_villagers	create_better_villagers	any survival link	survival		REJECT	{'REJECT': 1}	the mod is a trade/supply mechanic; no coherent survival-pressure hook.
1	False	create_better_villagers	Miner profession (buys raw andesite/copper/brass from players)	Numismatics payment	economy	M-33	ACCEPT	{'ACCEPT': 1}	The Miner villager pays Numismatics coins for raw materials — mining specialists sell what they dig; it's the labor-serv
1	False	create_better_villagers	Create-better-villagers professions	minecolonies hut equivalent	economy	M-28	REJECT	{'REJECT': 1}	MineColonies does not natively extend to create_better_villagers profession configs; this would require custom colony hu
4	False	create_hypertube	create_hypertube:hypertube_entrance	create:mechanical_crafting (brass/precision gate for the entrance terminal)	create	M-06	REJECT	{'REJECT': 3, 'ACCEPT': 1}	the dossier already notes entrance is crafted via create:sequenced_assembly — it is already a sequenced-assembly item (t
2	True	create_hypertube	hypertube blocks (tube/entrance/accelerator)	create:sequenced_assembly (already inbound)	create	M-06	ACCEPT	{'ACCEPT': 2}	tubes already assemble through a Create sequenced-assembly chain — the Create anchor is real and method-grounded.
2	False	create_hypertube	create_hypertube tube network	conceptual	economy	M-31	REJECT	{'REJECT': 2}	hypertubes move *players*, not item-bulk goods — M-31 is for logistics of bulk matter requiring the aeronautics arm; pla
2	False	create_hypertube	create_hypertube:hypertube_entrance / hypertube_accelerator (crafted via create:sequenced_assembly)	M-29 cross-route dependency — require a magic reagent (e.g. an Ars source_gem or Iron's arcane_essence) as a sub-component in its sequenced assembly	magic	M-29	ACCEPT	{'ACCEPT': 2}	a kinetic tube entrance that punches players across regions at speed feels like it needs a spark of arcane acceleration 
2	False	create_hypertube	hypertube network (player/entity transit)	M-31 logistics-required bulk good	economy	M-31	REJECT	{'REJECT': 2}	hypertubes move players/entities, not goods — M-31 is for goods that require aeronautics to transport at scale; entity t
1	False	create_hypertube	hypertube_entrance (assembled via create:sequenced_assembly)	create:mechanical_crafting	aeronautics	M-24	REJECT	{'REJECT': 1}	hypertube is ground/base transport; forcing its parts into an Aeronautics control-surface recipe creates a tone mismatch
1	False	create_hypertube	create_hypertube tube network (player/villager transit)	theme/logistics	aeronautics		REJECT	{'REJECT': 1}	no-motif — transport theme is coherent but no recipe/method to route through; motif does not exist for "complements aero
1	False	create_hypertube	create_hypertube:hypertube_entrance (entity-propulsion block, built via create:sequenced_assembly)	recipe (adds economy material as cost component)	economy		REJECT	{'REJECT': 1}	making tubes cost a coin-type material doesn't compose a real economy pillar — it's cost inflation, not a cross-pillar u
1	False	create_hypertube	create_hypertube tube network	M-23/M-24 framing — Hypertube Entrance could require a machined aluminum/brass structural part (M-23 light), tying airframe material into the tube network and deepening the aeronautics-logistics supply chain	aeronautics	M-23	REJECT	{'REJECT': 1}	The mod already has 2 pillars and create:sequenced_assembly already gates it behind Create fabrication. Adding M-23 stru
1	True	create_hypertube	hypertube accelerator	numismatics	economy	M-08	REJECT	{'REJECT': 1}	a transport block isn't a minted coin source nor a luxury consumable; forcing an economy edge onto pure logistics infras
1	False	create_hypertube	create_hypertube:hypertube_entrance (kinetic transport node)	aeronautics structural recipe	aeronautics	M-24	REJECT	{'REJECT': 1}	a tube entrance is a transport ingress, not a drivetrain/control component; M-24 is for mechanical parts feeding propuls
1	False	create_hypertube	create_hypertube tubes	create:sequenced_assembly (already inbound)	create	M-06	REJECT	{'REJECT': 1}	sequenced_assembly is already an inbound made-by method for this mod; the weave already exists; no new link here
1	False	create_hypertube	hypertube network (entity/player conduit)	aeronautics logistics design	economy	M-23	REJECT	{'REJECT': 1}	M-23 is the structural-alloy → airframe motif; the hypertube is not an airframe component. No current motif covers "a tr
1	False	create_hypertube	hypertube network as cargo conduit	any	economy		REJECT	{'REJECT': 1}	hypertubes move players/entities, not item stacks — there is no item-throughput surface to route into the economy; no-mo
1	False	create_hypertube	hypertube_entrance	create:sequenced_assembly	create	M-06	REJECT	{'REJECT': 1}	existing inbound weave already routes through sequenced_assembly — this would be a re-statement, not a new anchor; conne
1	False	create_hypertube	create_hypertube:hypertube (the tube segment)	create:mechanical_crafting	create	M-05	REJECT	{'REJECT': 1}	hypertube is already built inside Create (sequenced_assembly already confirmed as the made-by method) — adding a second 
1	True	create_hypertube	short-hop personnel transport	aeronautics/logistics role	aeronautics	M-31	ACCEPT	{'ACCEPT': 1}	it is the short-hop transit complement to trains/airships, the logistics arm's last-mile mover.
1	True	create_hypertube	tube network	regional scarcity for tube material	scarcity	M-30	REJECT	{'REJECT': 1}	already ≥2 anchors via native Create+logistics; gating tube material on a region would just tax basic logistics infra. N
1	False	create_hypertube	create_hypertube:hypertube_entrance / hypertube_accelerator	no new motif routes apparent	—		REJECT	{'REJECT': 1}	Hypertube is a player/entity transport network; it outputs no material, pulls only Create parts already covered by inbou
1	True	create_hypertube	bulk/perishable trade good movement	hypertube short-hop personnel/entity transit	economy	M-31	REJECT	{'REJECT': 1}	hypertubes move players/entities, NOT items/bulk goods (no material throughput per dossier) — it can't serve the logisti
1	False	create_hypertube	create_hypertube:hypertube_accelerator in Aeronautics boarding/docking recipe	aeronautics construction recipe	aeronautics	M-24	REJECT	{'REJECT': 1}	accelerator is a ground tube-network part; grafting it into a ship docking recipe conflates two transport scales — the c
1	False	create_hypertube	hypertube as logistics-required bulk personnel mover	n/a (ambient use)	aeronautics	M-31	REJECT	{'REJECT': 1}	ambient usage framing, not a method-routing; no recipe connects tube items to an aeronautics demand gate
1	False	create_hypertube	hypertube network (player transit infrastructure)	config/worldgen tie — zone-gating hypertube entrances to colony-built stations	economy	M-28	REJECT	{'REJECT': 1}	MineColonies doesn't control hypertube placement; this would be a building-convention, not a recipe/method edge. No mech
1	False	create_hypertube	create_hypertube tube network (infrastructure)	M-33 service-for-hire (a player who builds/maintains the tube network charges passage or route construction fees to others)	economy	M-33	ACCEPT	{'ACCEPT': 1}	the tube network is infrastructure — someone built it, and someone pays for the connection
1	False	create_hypertube	create_hypertube:hypertube_entrance (requires kinetic power)	consumption sink (kinetic energy burned to sustain the tube)	create	M-26	ACCEPT	{'ACCEPT': 1}	the faster you want to travel, the bigger your power plant needs to be — tube networks drive generator demand
1	False	create_hypertube	create_hypertube as a colony logistics seam	MineColonies courier/delivery routes threaded through hypertube nodes	economy	M-28	REJECT	{'REJECT': 1}	no technical hook for colonists to enter/exit tube networks; coupling is cosmetic not mechanical
1	False	create_hypertube	hypertube network (player transit)	aeronautics/logistics role	economy	M-33	ACCEPT	{'ACCEPT': 1}	the transit engineer builds and maintains the tube corridor; other players pay in goods for fast-travel passes between d
1	False	create_hypertube	hypertube infrastructure	create structural alloy inputs for tube blocks	create	M-23	REJECT	{'REJECT': 1}	M-23 is for Aeronautics airframe/hull structural build materials — tube blocks are ground infrastructure, not vessel con
5	False	create_integrated_farming	roost egg output	farmersdelight:cutting / extradelight:mixing_bowl	survival	M-12	ACCEPT	{'ACCEPT': 4, 'REJECT': 1}	the roost's egg stream flows straight into an automated kitchen — custard and mayo without a henhouse patrol
4	False	create_integrated_farming	roost/net bulk outputs (eggs, feathers, fish, raw poultry)	farm_and_charm:mincer + farmersdelight:cooking	economy	M-28	ACCEPT	{'ACCEPT': 4}	the colony butcher/cook requests bulk meat and eggs — roost/net automated output is exactly the steady supply a colony w
3	False	create_integrated_farming	create_integrated_farming:lava_fishing_net catch (nether drops — blaze rods, magma cream, ghast tears)	occultism:spirit_fire or ars_nouveau:imbuement	magic	M-11	ACCEPT	{'ACCEPT': 3}	lava-fishing auto-harvests nether mob drops; routing blaze rods / ghast tears through spirit-fire or imbuement ties auto
3	False	create_integrated_farming	roost feather output	ars_nouveau:imbuement	magic	M-02	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	feathers are a classic light/air reagent — imbuement turns bulk automated feathers from the roost into source-infused qu
3	False	create_integrated_farming	fishing_net aquatic drops	create:milling	create	M-12	REJECT	{'REJECT': 2, 'ACCEPT': 1}	aquatic drops from the net are fish/small animals — milling fish is thematically off (milling is for dry grain/ore); the
2	False	create_integrated_farming	fishing_net fish/aquatic drops	farmersdelight:cooking → finished dish	economy	M-12	ACCEPT	{'ACCEPT': 2}	the lava fishing net hauls unique high-heat aquatic drops (magma/nether fish variants) that a Farmer's Delight cook turn
2	False	create_integrated_farming	lava_fishing_net drops (nether fish/fire-adjacency items)	create:crushing or occultism:spirit_fire	magic	M-11	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	Lava-fishing pulls something stranger than cod — a nether-caught specimen fed to Occultism's spirit fire as an organic i
2	False	create_integrated_farming	create_integrated_farming lava_fishing_net drops (nether fish / blaze drops analogs)	occultism:ritual	magic	M-11	REJECT	{'REJECT': 1, 'ACCEPT': 1}	The lava net's exact loot is not confirmed in the dossier beyond "fishing in lava" — inferring nether mob drops is specu
2	False	create_integrated_farming	roost output feathers	create:milling	create	M-12	REJECT	{'REJECT': 1, 'ACCEPT': 1}	feathers already reach Create via vanilla (fletching/arrows); routing them through milling adds no meaningful depth — re
2	False	create_integrated_farming	create_integrated_farming:fishing_net aquatic drops	farmersdelight:cooking	survival	M-12	REJECT	{'REJECT': 2}	CIF already has survival as an anchor — the fishing-net-to-FarmersDelight cooking chain is already the implicit use-path
2	False	create_integrated_farming	create_integrated_farming roost egg/feather output	farmersdelight:cooking	survival	M-12	ACCEPT	{'REJECT': 1, 'ACCEPT': 2}	mod already has survival anchor; this would be a same-pillar deepening, not a cross-system link; not adding new anchor
2	False	create_integrated_farming	roost/net products (feathers, eggs, raw poultry, fish)	farmersdelight:cooking + create:mixing (automated meal chain for M-26 consumption)	economy	M-26	ACCEPT	{'ACCEPT': 2}	the automated roost feeds a Create-powered kitchen that produces consumable food; food is perpetually consumed (demand n
2	False	create_integrated_farming	create_integrated_farming roost product stream (eggs/feathers/meat)	farmersdelight:cooking / extradelight methods	survival	M-26	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	roost-automated egg/meat output feeds FD/ED cooking recipes that *consume* those products continuously — the roost close
1	False	create_integrated_farming	create_integrated_farming fishing_net catch (fish, aquatic drops)	create:milling or farmersdelight:cutting → processed seafood intermediate → numismatics sell	economy	M-12	ACCEPT	{'ACCEPT': 1}	automated net harvest feeds the Create milling/cutting chain into a sellable processed fish product — links the net's bu
1	False	create_integrated_farming	create_integrated_farming roost products (feathers)	recipe (crafting-table or create:milling)	aeronautics		REJECT	{'REJECT': 1}	no-motif — feathers as an aeronautics material has no supported motif; REJECT-for-review
1	False	create_integrated_farming	fishing_net aquatic drops (fish, misc aquatic items)	farmersdelight:cooking	survival	M-12	REJECT	{'REJECT': 1}	farmersdelight already accepts fish generically via c:tags; this is an existing tag-based connection, not a new weave ca
1	False	create_integrated_farming	roost outputs (eggs/feathers/cooked poultry)	farmersdelight:cooking → create:mixing	economy	M-12	ACCEPT	{'ACCEPT': 1}	a steady roost/net harvest runs through FarmersDelight cooking into sellable prepared meals — the loop is survival press
1	False	create_integrated_farming	create_integrated_farming:lava_fishing_net drops	create:crushing (byproduct route)	create	M-03	REJECT	{'REJECT': 1}	the lava net outputs mobs/loot items not ores; M-03 is an ore-doubling motif and this is not ore material — category mis
1	False	create_integrated_farming	create_integrated_farming feathers	ars_nouveau:imbuement or occultism:spirit_fire	magic	M-02	ACCEPT	{'ACCEPT': 1}	Feathers from automated roosts are a renewable reagent input — a roost-fed magic material pipeline (feathers are already
1	False	create_integrated_farming	create_integrated_farming:fishing_net (lava variant catches nether drops)	create_dragons_plus:ending (bulk-ending fan) — nether-caught lava fish / blaze-adjacent drops through an ending station transforms them into End-essence intermediates	magic	M-12	REJECT	{'REJECT': 1}	the lava fishing net catches vanilla lava fish/striders, not blaze-adjacent organic drops — the link to an Ending fan st
1	False	create_integrated_farming	create_integrated_farming feather/egg output (bulk, automated)	occultism:ritual (feathers as reagent in Occultism summon rituals)	magic	M-29	ACCEPT	{'ACCEPT': 1}	Occultism rituals consume feathers and eggs as base reagents; a roost specialist supplies the magic player's ritual farm
1	False	create_integrated_farming	create_integrated_farming:fishing_net loot	loot-seed + colony	economy	M-28	ACCEPT	{'ACCEPT': 1}	fishing nets auto-produce fish bulk; a MineColonies Fisherman hut is a colony route for the same goods — seeding both pa
1	False	create_integrated_farming	roost/net raw-fish output	create:milling (fish meal) → create:mixing as fertilizer or animal feed	create	M-32	ACCEPT	{'ACCEPT': 1}	excess fish from the lava net grinds into fish-meal, a Create-mixing byproduct feedstock for fertilized soil or animal f
1	False	create_integrated_farming	feathers (steady roost output)	ars_nouveau:imbuement (quill/focus component)	magic	M-10	REJECT	{'REJECT': 1}	feathers are fully generic vanilla — every mod uses them; routing them through arcane infusion is arbitrary and doesn't 
1	False	create_integrated_farming	create_integrated_farming:roost (passive poultry product)	farmersdelight:cooking → Farmer's Delight meals	survival	M-12	ACCEPT	{'ACCEPT': 1}	roost eggs and meat feed directly into the Delight cooking chain; automated husbandry becomes the raw-material stage of 
1	False	create_integrated_farming	create_integrated_farming:fishing_net / lava_fishing_net output (aquatic drops)	occultism:spirit_fire	magic	M-11	ACCEPT	{'ACCEPT': 1}	lava fishing net yields unusual drops (blaze rods? magma mobs?) that the Occultism spirit-fire transmutes; a mid-tier la
1	False	create_integrated_farming	create_integrated_farming constructs	create:mechanical_crafting → gate roost construction	create	M-05	ACCEPT	{'ACCEPT': 1}	the roost block requires Create mechanical_crafting (brass + shafts) so automated husbandry is gated behind mid-tier Cre
1	False	create_integrated_farming	fishing-net aquatic drops	create:milling	create	M-12	REJECT	{'REJECT': 1}	milling fish/aquatic drops into meal is mechanically possible but weak — the fishing net already has a clear survival↔Cr
1	False	create_integrated_farming	create_integrated_farming:fishing_net bulk fish output	M-31 logistics-required bulk good — a net farm outputs fish faster than individual fishing; trading it at scale needs the aeronautics/logistics arm	aeronautics	M-31	ACCEPT	{'ACCEPT': 1}	A fishing-net array on a river barge produces more fish in an hour than a coastal village can process — bulk seafood nee
1	False	create_integrated_farming	fishing_net rare aquatic drops (mod-added fish from Alex's Mobs / Aquaculture if catchable)	occultism:spirit_fire or ars_nouveau:imbuement	magic	M-02	ACCEPT	{'ACCEPT': 1}	the net hauls up an exotic fish that a magic specialist transmutes into a ritual reagent — fishing automation feeds the 
1	False	create_integrated_farming	create_integrated_farming:roost (machine block)	create:sequenced_assembly (building the roost itself)	create	M-06	REJECT	{'REJECT': 1}	the roost is a mid-tier station, not a flagship keystone; applying M-06 (multi-stage sequenced assembly) to a farming ap
1	False	create_integrated_farming	steady roost egg/feather/meat output	farmersdelight:cooking + create:mixing	economy	M-26	REJECT	{'REJECT': 1}	bulk poultry products flowing through cooking into food is the ambient food-consumption loop — consumption of food is M-
1	False	create_integrated_farming	roost products (feather bulk output)	M-31 logistics-required bulk good (aeronautics/trains ship bulk feathers to distant crafters)	aeronautics	M-31	ACCEPT	{'ACCEPT': 1}	roosts produce feathers passively in volume — feathers are used in arrows (combat supply), beds (base-building), and oth
1	False	create_integrated_farming	roost feather output	ars_nouveau:imbuement	magic	M-10	REJECT	{'REJECT': 1}	thematic clash; a basic mundane material pushed through arcane infusion with no lore grounding.
1	False	create_integrated_farming	create_integrated_farming fish catches (fishing net outputs)	createfisheryindustry:peeling / bait_trap	create	M-29	ACCEPT	{'ACCEPT': 1}	The integrated fishing net's catches feed createfisheryindustry's peeling and bait-trap methods — an integrated aquacult
1	False	create_integrated_farming	create_integrated_farming poultry feathers	create:pressing → quill/fletching component	create	M-12	REJECT	{'REJECT': 1}	pressing feathers into a quill component is a stretch — feathers' natural uses are in crafting arrows (vanilla) and othe
1	False	create_integrated_farming	create_integrated_farming (automated roost production at scale)	aeronautics logistics — bulk animal products need refrigerated/fast transport	aeronautics	M-31	ACCEPT	{'ACCEPT': 1}	Perishable roost outputs (raw meat, eggs) produced at Create-automation scale need fast transport before spoilage threat
1	False	create_integrated_farming	fishing_net catches (fish/aquatic drops)	create:crushing	create	M-32	REJECT	{'REJECT': 1}	fish crushing is already covered by vanilla/FarmersDelight cutting; adding create:crushing on top is redundant depth for
1	False	create_integrated_farming	lava_fishing_net (lava catches — magma cream / blaze rod / fire charge)	create:mixing or tfmg methods	create	M-12	ACCEPT	{'ACCEPT': 1}	lava fishing outputs fire-adjacent drops (blaze rods, magma cream) that Create's mixing or TFMG's hot_blast/industrial_b
1	False	create_integrated_farming	poultry products (feathers)	ars_nouveau:imbuement	magic	M-10	REJECT	{'REJECT': 1}	feathers as a magic infusion input are thematically weak — feathers are a vanilla commodity, not a special material need
1	False	create_integrated_farming	create_integrated_farming:roost / lava_fishing_net (automated farming appliances)	minecolonies research (colony Farmer/Fisher hut research unlocks the recipe)	economy	M-37	ACCEPT	{'ACCEPT': 1}	automated poultry production isn't a day-one craft — a colony's Farmer research tier unlocks the roost schematic; the se
15	False	create_ltab-3.9.2	create_ltab structure loot tables	loot-seed (seed Ars Nouveau source_gem or Iron's arcane_essence into rare chest slot)	magic	M-02	REJECT	{'ACCEPT': 5, 'REJECT': 10}	whoever built these machines dabbled in arcane power — their notes (and a gem or two) are still in the chest
14	False	create_ltab-3.9.2	create_ltab structure loot tables (loot=yes)	loot-seed (seed numismatics coin into structure chests)	economy	M-08	ACCEPT	{'ACCEPT': 13, 'REJECT': 1}	scavenging an abandoned Create factory yields not just cogs but a few coins — the old operators got paid
5	False	create_ltab-3.9.2	create_ltab structure loot tables	loot-seed (seed a boss-key fragment or progression token)	create	M-15	REJECT	{'REJECT': 3, 'ACCEPT': 2}	M-15 is boss-key gating of complex tech; seeding a key fragment into a non-boss structure loot table conflates two disti
3	False	create_ltab-3.9.2	structure loot tables	loot-seed — inject a rare numismatics coin or a magic reagent as a structure chest reward	economy	M-08	ACCEPT	{'ACCEPT': 3}	a forgotten Create factory holds a numismatics crown in its strongbox — finding and looting structures pays coin, bridgi
2	False	create_ltab-3.9.2	structure loot tables	loot-seed — inject an aeronautics schematic fragment or airship component	aeronautics	M-23	ACCEPT	{'ACCEPT': 2}	Create-themed ruins occasionally yield a structural hull plate or ship component blueprint, making the world's explorati
2	False	create_ltab-3.9.2	structure loot tables	loot-seed	magic	M-02	ACCEPT	{'ACCEPT': 2}	deep in a Create-era ruin, an experimenter left behind an Ars Nouveau source gem — industrial explorers can stumble into
1	False	create_ltab-3.9.2	structure loot tables (discoverable loot seeded in Create-themed ruins)	loot-table seeding (not a method-routing)	economy	M-01	REJECT	{'REJECT': 1}	seeding coins or reagents into loot tables is a loot edit, not a method-routing — it fits no approved motif (M-01..M-24 
1	False	create_ltab-3.9.2	structure loot tables	loot-seed	survival	M-15	REJECT	{'REJECT': 1}	M-15 is "boss drop as gate item for complex Create recipe" — structure loot is not a boss drop; routing a structure drop
1	False	create_ltab-3.9.2	create_ltab structure loot tables	loot-seed	economy	M-34	ACCEPT	{'ACCEPT': 1}	Create-flavoured ruins carry rare fabricated components as loot — a combat/exploration specialist loots them and trades 
1	False	create_ltab-3.9.2	loot tables (Create-themed structure chests)	loot-seed	economy	M-08	ACCEPT	{'ACCEPT': 1}	a player cracking open an abandoned Create foundry finds a pressed brass coin — seeding Numismatics coin into these ruin
1	False	create_ltab-3.9.2	loot tables (Create-themed structure chests)	loot-seed	magic	M-02	ACCEPT	{'ACCEPT': 1}	an Ars source gem fragment or Iron's arcane essence buried in a Create ruin gives magic players a reason to explore Crea
1	False	create_ltab-3.9.2	loot tables	loot-seed	survival	M-34	REJECT	{'REJECT': 1}	survival is already the 2nd anchor (exploration); seeding basic food/armour into loot is just normal structure content, 
1	False	create_ltab-3.9.2	create_ltab structure loot	loot-seed	aeronautics	M-23	REJECT	{'REJECT': 1}	seeding structural alloy (M-23) into loot is plausible, but M-23 is about making airframe construction require fabricate
1	False	create_ltab-3.9.2	Create-themed structure loot tables (loot=yes)	loot-seed	economy	M-08	ACCEPT	{'ACCEPT': 1}	seeding a Numismatics coin denomination (e.g. a small cache of Cogs/Spurs) into Create-ruin loot tables means explorers 
1	False	create_ltab-3.9.2	Create-themed structure loot tables	loot-seed	magic	M-02	REJECT	{'REJECT': 1}	M-02 is mob-drop reagent sink — routing a magic reagent into a structure chest isn't a mob-drop; while loot-seeding magi
1	False	create_ltab-3.9.2	Create-themed structure loot tables	loot-seed	survival	M-15	ACCEPT	{'ACCEPT': 1}	seeding a boss-key unlock or a Create blueprint fragment into the deepest Create ruins makes structure exploration a leg
1	False	create_ltab-3.9.2	create_ltab structure loot tables (rare chest in Create-era ruins)	loot-seed (seed a mid-tier cbc_at damaged-munition component — an inert shell casing, a bent barrel fragment)	survival	M-02	ACCEPT	{'ACCEPT': 1}	whoever ran this abandoned workshop left behind a warhead that didn't go off; finding a dud AP shell in a Create ruin te
12	False	createfood	createfood seasonal ingredient variants (fruit-based pies, jams, juices tied to growing seasons)	serene-seasons-gated crop inputs	survival	M-16	ACCEPT	{'ACCEPT': 11, 'REJECT': 1}	an apple pie is only as plentiful as the harvest — seasonal scarcity of raw ingredients makes Create-food output fluctua
9	False	createfood	createfood finished dishes → colony supply	MineColonies hut requests	economy	M-28	ACCEPT	{'ACCEPT': 9}	a cook colonist demands pies and pastries from the player economy, making the Create-food chain feed a colony rather tha
6	False	createfood	createfood finished dishes (pizza, pie, ice cream, milkshakes)	create:mixing / farmersdelight:cooking chain output	economy	M-26	ACCEPT	{'ACCEPT': 6}	High-effort processed dishes are consumed by players under Cold Sweat / Spice-of-Life pressure, so demand never zeroes —
5	False	createfood	createfood finished dishes (pizza, cakes, milkshakes)	create:milling / create:mixing / farmersdelight:cooking (existing chains)	survival	M-26	ACCEPT	{'ACCEPT': 4, 'REJECT': 1}	high-effort processed meals are consumed against hunger/diet pressure, renewing demand and closing the loop — every batc
3	False	createfood	createfood plated feast blocks	minecolonies cook/tavern building	create	M-12	REJECT	{'REJECT': 3}	MineColonies feeding might consume createfood dishes, but this is a config/behavior link with no clear motif match — M-1
3	False	createfood	createfood dishes as diet-group completers (grains/protein/fruit/sugar coverage)	config tie (Diet-AppleSeed auto-derive)	survival	M-12	REJECT	{'REJECT': 2, 'ACCEPT': 1}	this isn't a new weave — createfood already anchors survival via nutrition; Diet-AppleSeed's auto-derive means this is a
2	False	createfood	createfood dishes as magic reagents	ars_nouveau:imbuement	magic	M-10	REJECT	{'REJECT': 2}	processed food as arcane catalyst is tonally incoherent — the Create food mod is culinary-industrial, not arcane; no lor
2	False	createfood	createfood:apple_jam_block / createfood jam/preserve bottles	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	concentrated fruit preserves (high-effort Create processing outputs) are arcane infusion ingredients — a culinary-to-mag
2	False	createfood	createfood dishes as cross-route input	KubeJS recipe (craft a magic meal catalyst using a createfood dish as an ingredient)	magic	M-29	ACCEPT	{'ACCEPT': 2}	an Ars Nouveau potion flask recipe requires a specific rich dish (e.g. apple_cheesecake) as a reagent, so the baker and 
2	False	createfood	createfood plated blocks (deco tables)	recipe	economy	M-33	REJECT	{'REJECT': 1, 'ACCEPT': 1}	Plated food deco blocks as a "catering service" framing (cook-for-hire) is M-33 labor/service, thematically reasonable, 
