times_suggested	from_opus	mod	from	via	to_pillar	motif	consensus	verdicts	hook
1	False	aileron	Aileron elytra as personal-transport complement to Aeronautics ships	behavioral / emergent design	aeronautics	M-33	REJECT	{'REJECT': 1}	Aileron is already anchored to aeronautics; the elytra being used around ships is emergent play, not a designed weave; M
1	False	aileron	aileron loot drops (loot=yes)	loot-seed	aeronautics	M-29	REJECT	{'REJECT': 1}	aileron has no item namespace to seed into — loot=yes means it injects vanilla Elytra rewards, not foreign items. No mat
1	False	aileron	Aileron enchants	bare "magic improves elytra" (no specific method)	magic		REJECT	{'REJECT': 1}	without a specific method-routing, this is thematic adjacency not a weave; the ACCEPT above covers the coherent form.
1	False	aileron	worn-out enchanted Elytra	durability wear → repair service	economy	M-33	REJECT	{'REJECT': 1}	vanilla Mending/anvil already handles Elytra repair; Aileron adds no new repair surface. Thin.
1	False	aileron	aileron Elytra enchantments (in loot=yes tables)	loot-seed — seed aileron's Elytra enchants into dungeon/structure loot tables as discoverable upgrade books	survival	M-02	ACCEPT	{'ACCEPT': 1}	the wind-riding trick isn't in any book — you find it in the ruins
1	False	aileron	aileron Elytra enchantments as Ars Nouveau enchanting apparatus targets	ars_nouveau:enchanting_apparatus (a foreign item — Elytra — is enchanted through the arcane apparatus with aileron's enchants)	magic	M-20	ACCEPT	{'ACCEPT': 1}	the Elytra isn't just found, it's tuned — the arcanist's apparatus imprints the flight glyphs onto the membrane
1	False	aileron	aileron Elytra enchantments (loot=yes)	loot-seed	survival	M-34	ACCEPT	{'ACCEPT': 1}	Aileron's premium Elytra enchant books seed into end-structure / stronghold loot — rare endgame exploration drops that r
1	False	aileron	Aileron's Elytra enchantments (loot=yes, injected into loot tables)	loot-seed into end-tier exploration structures	survival	M-34	ACCEPT	{'ACCEPT': 1}	advanced Aileron glide-boost books only found in the End/dangerous ruins make the Elytra a reward for bold exploration, 
3	False	ars_n_spells	ars_n_spells shared-mana surface	ars_nouveau:imbuement (the host method)	magic	M-01	REJECT	{'REJECT': 2, 'ACCEPT': 1}	this would be a magic-internal weave within a mod that IS already that weave; M-01 is established but routing THROUGH ar
2	False	ars_n_spells	ars_n_spells unified mana (Ars source + Iron's mana as one pool)	createaddition:charging — charge an Ars/Iron's focus/tome from a Create electrical network	create	M-17	REJECT	{'REJECT': 2}	ars_n_spells has no items of its own; the charging would apply to the spell items from the underlying mods (Ars Nouveau,
2	False	ars_n_spells	ars_n_spells unified mana bridge (Ars source ↔ Iron's mana pool)	ars_nouveau:enchanting_apparatus (a cross-cast tablet that requires BOTH source gems AND arcane essence as co-catalysts, sourced from both magic specialists)	magic	M-29	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	the cross-cast inscription ritual requires reagents from both magic systems simultaneously — an Ars specialist and an Ir
1	False	ars_n_spells	unified mana pool (Ars source ↔ Iron's mana)	ars_nouveau:imbuement	magic	M-01	REJECT	{'REJECT': 1}	M-01 is already the established spine for Ars source_gem as universal magic currency. ars_n_spells implements that unifi
1	False	ars_n_spells	ars_n_spells two-tablet cross-cast ritual	occultism:ritual	magic	M-11	REJECT	{'REJECT': 1}	M-11 is "drop/material → essence through spirit_fire/ritual." The cross-cast ritual here is a meta-mechanic (lets any it
1	False	ars_n_spells	cross-mod mana unification	create_new_age:energising	create	M-17	REJECT	{'REJECT': 1}	M-17 is "Create FE charging bridge — charges a tool/focus/reagent." ars_n_spells has no item surface (0 items, 0 blocks)
1	False	ars_n_spells	ars_n_spells cross-cast mechanic (inscription ritual needing two tablets)	boss-key gating — the tablet materials needed for cross-casting require a boss-drop reagent	survival	M-15	REJECT	{'REJECT': 1}	ars_n_spells has no items to gate — the inscription uses the host mods' items; the gating would belong on Ars Nouveau or
1	False	ars_n_spells	ars_n_spells (enables Ars spells on Iron's gear and vice versa — unlocks hybrid loadouts)	M-37 research gate — the cross-cast capability could be gated behind MineColonies magic-research-hut progress, so the unified mana isn't available early	economy	M-37	ACCEPT	{'ACCEPT': 1}	cross-system spell capability is unlocked by colony research, not just having both mods' books; the knowledge isn't trad
1	False	ars_n_spells	ars_n_spells (no items of its own)	any	any		REJECT	{'REJECT': 1}	zero items/blocks/methods — no material surface to method-pull through. The mod IS a weave (Ars↔Iron's), so it already s
1	False	ars_n_spells	ars_n_spells (unified mana pool, cross-cast ritual)	cross-cast ritual requiring Create-made component	create	M-29	ACCEPT	{'ACCEPT': 1}	The two-tablet inscription ritual (ars_n_spells) requires a Create-machined tablet housing (iron sheet + brass casing) a
1	False	ars_n_spells	ars_n_spells cross-casting ritual (requires two-tablet inscription, one from each magic system)	service mechanic — the ritual inherently requires input from both magic specialists; neither can perform it alone	economy	M-33	ACCEPT	{'ACCEPT': 1}	cross-casting is a collaboration, not a solo craft — the Ars specialist and the Iron's specialist must both contribute t
9	False	astikorcartsredux	astikorcartsredux:oak_plow / reaper / seed_drill (iron-tipped implements)	create:pressing (iron plates as craft input for the metal blade/blade frame)	create	M-05	ACCEPT	{'ACCEPT': 8, 'REJECT': 1}	a plow blade needs a pressed iron sheet — the cart upgrade is a one-light-step Create tie-in that makes early farm tools
8	False	astikorcartsredux	astikorcartsredux cart (oak_supply_cart etc.)	create:pressing or create:mechanical_crafting	create	M-05	ACCEPT	{'REJECT': 1, 'ACCEPT': 7}	M-05 is a mod's flagship item built in its own machine gated on Create parts — but astikorcarts has no machine of its ow
4	False	astikorcartsredux	plow/reaper (iron-bearing implements)	create:pressing → iron sheets as crafting ingredient	create	M-05	REJECT	{'REJECT': 3, 'ACCEPT': 1}	the dossier tags this WEAK and correctly so — gating a wooden cart's plow blade behind Create-processed iron sheets is d
3	True	astikorcartsredux	bulk crop harvest (reaper output)	numismatics or farmersdelight processing	create	M-12	REJECT	{'REJECT': 2, 'ACCEPT': 1}	the harvest is plain vanilla crops with no special tag — routing generic crops is the crop mods' job, not the cart's; no
3	False	astikorcartsredux	reaper harvest output (bulk crops)	create:milling or farmersdelight:cutting	create	M-12	REJECT	{'REJECT': 3}	the reaper already outputs raw crops; milling the crops is a link on the crop itself (dynamictrees/farmersdelight side),
3	False	astikorcartsredux	astikorcartsredux:oak_supply_cart (bulk-haul cart, ~double-chest)	config/gameplay (no recipe; the cart is already the vehicle; the weave is design framing — the draft-cart as Tier 1 logistics)	economy	M-31	REJECT	{'ACCEPT': 1, 'REJECT': 2}	Supply carts are low-tech bulk haulers pulled by horses — the pre-aeronautics logistics arm for a settlement without air
2	False	astikorcartsredux	astikorcartsredux plow / reaper (iron-bearing farm implements)	recipe (require create:pressing iron → iron_sheet as a component in the plow-blade / reaper-blade recipe)	create	M-20	ACCEPT	{'ACCEPT': 2}	The iron blade on a plow or reaper ought to be a pressed sheet, not a raw ingot — one light Create-processing step makes
2	False	astikorcartsredux	astikorcartsredux:oak_plow / reaper (iron-bearing farm implements, require iron to craft)	create:pressing → iron sheet as a required ingredient	create	M-20	ACCEPT	{'ACCEPT': 2}	a plow blade or reaper blade is forged — requiring a Create-pressed iron sheet to craft it is a single light deploy-appl
2	False	astikorcartsredux	astikorcartsredux:oak_supply_cart	no method available	aeronautics		REJECT	{'REJECT': 2}	no-motif — the cart is a flavour precursor to Aeronautics logistics but there is no recipe method that routes the cart's
2	False	astikorcartsredux	astikorcartsredux supply cart (bulk hauling)	aeronautics logistics framing	aeronautics		REJECT	{'REJECT': 2}	supply carts are pre-tech horse-drawn haulers; framing them as aeronautics logistics nodes is a tone clash (medieval vs.
2	False	astikorcartsredux	cart crafting (oak/iron implement parts)	create:pressing (iron sheets for plow blade + reaper cutting bar)	create	M-05	ACCEPT	{'ACCEPT': 2}	the reaper blade and plow share are pressed iron sheet — a draft implement that rewards investing in the Create spine be
2	False	astikorcartsredux	carts as pre-aeronautics bulk hauling	aeronautics supply context	aeronautics	M-31	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	before an airship makes bulk goods worth moving, horse-drawn supply carts handle ground-level logistics — they're the fi
1	False	astikorcartsredux	astikorcartsredux:oak_supply_cart (hauling)	create:mechanical_crafting (brass fittings upgrade)	create	M-05	REJECT	{'REJECT': 1}	supply cart is purely vanilla-wood tier; requiring mechanical_crafting for a basic hauling cart over-gates transport fla
1	True	astikorcartsredux	metal-bearing implements (plow blade, reaper)	create:pressing (iron sheets/plates as inputs)	create	M-05	ACCEPT	{'ACCEPT': 1}	the cutting/tilling implements (plow, reaper) are metal field tools — gating their blades on Create-pressed iron sheets 
1	False	astikorcartsredux	astikorcartsredux:oak_supply_cart (wooden cart)	recipe	create	M-20	REJECT	{'REJECT': 1}	Supply/hand/animal carts are pure wood-and-plank items; pulling them through Create would over-engineer a rustic wooden 
1	False	astikorcartsredux	astikorcartsredux supply/animal carts (hauling transport, pre-train logistics)	economy as early-game trade logistics step	economy	M-08	REJECT	{'REJECT': 1}	M-08 requires scarce regional metal → Create-processed → coin; carts are wooden vehicles, not a metal-processing chain. 
1	False	astikorcartsredux	astikorcartsredux:oak_supply_cart	aeronautics (supply/transfer cart as a ship-deck cargo unit)	aeronautics	M-24	REJECT	{'REJECT': 1}	the supply cart is a ground vehicle pulled by a horse — it doesn't meaningfully fit as an airship component (M-24 is mec
1	False	astikorcartsredux	astikorcartsredux:oak_supply_cart (bulk hauling)	design tie (pre-rail economy logistics)	economy		REJECT	{'REJECT': 1}	the cart-as-logistics edge is thematic but there's no recipe or method to route; fits no motif; no-motif reject
1	False	astikorcartsredux	astikorcartsredux:oak_supply_cart (bulk-storage hauling)	aeronautics logistics integration (config/recipe)	aeronautics	M-23	REJECT	{'REJECT': 1}	carts are horse-drawn ground vehicles; forcing them onto airship hulls is a tone mismatch and the mod has no structural-
1	False	astikorcartsredux	astikorcartsredux:*_reaper / *_plow (iron-blade farm implements)	create:item_application	create	M-20	ACCEPT	{'ACCEPT': 1}	apply a Create iron sheet onto a wooden cart frame at a Deployer to upgrade the plow/reaper blade — the metal farm tool 
1	False	astikorcartsredux	astikorcartsredux harvest output (bulk crops via reaper)	farmersdelight:cooking / create:milling (crop → processed ingredient → coin)	economy	M-12	REJECT	{'REJECT': 1}	this belongs to the crop's own mod (FarmersDelight / the crop source), not to the cart; routing the cart as a farming-th
1	False	astikorcartsredux	reaper harvest output (bulk crops)	farmersdelight:cooking / extradelight:*	survival	M-12	REJECT	{'REJECT': 1}	the reaper is a throughput tool, not an item; the weave here belongs to the crop-output mods (Farmer's Delight, Bakery) 
1	False	astikorcartsredux	supply cart as logistics node	aeronautics loading dock (cart delivers to airship cargo)	aeronautics	M-23	REJECT	{'REJECT': 1}	no-motif for cart→airship loading; M-23 is structural alloy, not logistics handoff; this is a flavor/playstyle note, not
1	False	astikorcartsredux	supply cart / animal cart	aeronautics / logistics framing	aeronautics	M-31	REJECT	{'REJECT': 1}	supply carts are horse-drawn overland — pulling them into the aeronautics/logistics arm is a tone clash (draft animal ≠ 
1	False	astikorcartsredux	plow/reaper/seed-drill (iron-fitted implements)	create:item_application or crafting (iron sheet applied to wooden frame)	create	M-20	ACCEPT	{'ACCEPT': 1}	A freshly-pressed iron sheet from the rolling mill gives the plow a steel edge — now it tills twice as fast.
1	False	astikorcartsredux	astikorcartsredux:oak_supply_cart (bulk haulage)	loot-seed / trade — frame cart as a goods-mover that competes with/precedes aeronautics logistics	aeronautics	M-31	REJECT	{'REJECT': 1}	M-31 is about the *good* being so bulky it needs logistics; it isn't about the cart itself being a logistics tier. No me
1	False	astikorcartsredux	astikorcartsredux:oak_seed_drill + seasonal seed stock	config/game-mechanic — seed-drill operated during Serene Seasons planting window only yields full output	survival	M-16	REJECT	{'REJECT': 1}	the seed-drill itself doesn't *consume* a season-locked reagent, it just operates in a field; coupling a seasonal mechan
1	False	astikorcartsredux	iron-tier cart implements (plow/reaper) requiring metal parts	create:pressing (iron sheet) — gate plow blade / reaper blade on Create iron sheets, so the farm-tool tier ties to the tech spine	create	M-05	ACCEPT	{'ACCEPT': 1}	a working plow needs a pressed iron blade — makes early farming tools a natural first Create goal
1	False	astikorcartsredux	supply cart (bulk-haul item)	astikorcartsredux supply-cart + aeronautics framing as pre-aeronautics ground logistics	aeronautics	M-29	REJECT	{'REJECT': 1}	the supply cart doesn't interact with Aeronautics systems and there's no shared recipe surface; this is a thematic paral
1	False	astikorcartsredux	astikorcartsredux:oak_supply_cart (bulk hauling) as early-game pre-aeronautics logistics	survival/economy narrative	economy	M-29	REJECT	{'REJECT': 1}	M-29 is cross-route dependency (magic reagent in a Create chain, or Create part in a ritual) — a cart hauling crops is n
1	False	astikorcartsredux	astikorcartsredux reaper (auto-harvest) as large-bulk crop output	create:milling or farmersdelight:cutting as downstream processor	create	M-12	ACCEPT	{'ACCEPT': 1}	a horse-drawn reaper produces bulk wheat/crop in quantities that only make sense if you have a milling chain downstream 
1	False	astikorcartsredux	cart crafting → Create mechanical_crafting deep gate	create:mechanical_crafting		M-05	REJECT	{'REJECT': 1}	over-gating a basic daily-use tool behind sequenced assembly violates the cost-model rule ("never gate a basic/everyday 
1	False	astikorcartsredux	astikorcartsredux:supply_cart (bulk hauling, double-chest)	aeronautics (logistics predecessor)	aeronautics	M-29	REJECT	{'REJECT': 1}	The supply cart is a passive vanilla-horse-drawn hauler; there is no in-pack method that connects it to Aeronautics. The
1	False	astikorcartsredux	astikorcartsredux supply cart (bulk hauling)	config / emergent	aeronautics	M-31	REJECT	{'REJECT': 1}	M-31 requires that trading at scale physically *requires* the aeronautics/logistics arm; supply carts are pre-aeronautic
1	False	astikorcartsredux	reaper bulk harvest → Create milling chain	n/a (narrative only)	create	M-32	REJECT	{'REJECT': 1}	no recipe on a cart item; this describes a player workflow, not a method-routing weave — the reaper isn't a recipe input
1	False	astikorcartsredux	log → plank → cart via create:cutting	create:cutting	create		REJECT	{'REJECT': 1}	alternative source path, not a gate; adds no loop depth; no-motif
1	False	astikorcartsredux	astikorcartsredux:oak_animal_cart (mob/player transport)	aeronautics thematic	aeronautics	M-31	REJECT	{'REJECT': 1}	Animal carts transport players/mobs on land — they are not the aeronautics arm. M-31 covers aeronautics/trains as the lo
1	False	astikorcartsredux	astikorcartsredux:oak_supply_cart	minecolonies hut construction/equipment requirement	economy	M-28	ACCEPT	{'ACCEPT': 1}	The colony Farmer's and Lumberjack's huts request supply carts for field transport — the settlement builder buys the car
1	False	astikorcartsredux	astikorcartsredux (all carts)	create:pressing / any Create machine	create	M-29	REJECT	{'REJECT': 1}	The carts are pre-industrial horse-drawn tools. Routing them through Create machines to produce other goods inverts the 
1	False	astikorcartsredux	astikorcartsredux:oak_seed_drill (farm row planting; consumes seeds from inventory)	MineColonies Farmer hut request system (colony Farmer requests seed-drill carts as a tool upgrade — colony route unlocks mechanized planting)	economy	M-28	ACCEPT	{'ACCEPT': 1}	A MineColonies Farmer hut can be configured to use a seed-drill cart — the colony upgrades from hand-planting to impleme
1	False	astikorcartsredux	astikorcartsredux:oak_reaper (bulk crop harvest implement)	create:crushing (milled/crushed crop waste from reaper's bulk-harvest surplus as processing feedstock)	create	M-12	REJECT	{'REJECT': 1}	The reaper harvests mature crops but doesn't produce a distinct "crop waste" item — it drops what the crops would normal
1	False	astikorcartsredux	astikorcartsredux:oak_seed_drill + astikorcartsredux:oak_plow (farm implements that require metal hardware)	create:pressing (iron sheet as a required ingredient in the plow-blade/seed-drill frame recipe)	create	M-20	ACCEPT	{'ACCEPT': 1}	a plow share pressed from the rolling mill makes early farming a reason to build Create infrastructure — the first Creat
4	False	byzantine	byzantine schematic styles (Byzantine/Shogun/Nile colony buildings)	minecolonies hut construction	economy	M-28	ACCEPT	{'ACCEPT': 4}	The colony produces basic goods cheaper (M-28 colony route); Byzantine-style huts are the visual/architectural face of t
3	False	byzantine	byzantine MineColonies schematics	MineColonies colony route — Byzantine-style buildings require specific Domum Ornamentum / exotic stone materials (end stone bricks, deepslate, basalt) that are region-locked or scarce; colony building demand pulls scarcity-gated materials	economy	M-30	ACCEPT	{'ACCEPT': 3}	your Byzantine Town Hall's dome calls for exotic stone only found in certain biomes — the colony's material requests dri
2	False	byzantine	byzantine style schematics	minecolonies (schematic consumption)	create		REJECT	{'REJECT': 2}	Byzantine's "weave" is entirely through MineColonies build demand — it has no items, no loot, and no recipe types of its
2	False	byzantine	byzantine schematics	MineColonies building supply chain	create	M-05	REJECT	{'REJECT': 2}	M-05 (native-method gating) requires a mod's flagship item to be built *in its own machine, gated on Create parts*. Byza
2	False	byzantine	byzantine colony buildings (Byzantine ornate structures)	MineColonies material request using Domum Ornamentum blocks	economy		REJECT	{'REJECT': 2}	Domum Ornamentum blocks require crafting from raw materials; a colony building style that uses fancy blocks makes demand
2	True	byzantine	colony schematic style	minecolonies build (research/style unlock)	economy	M-28	ACCEPT	{'ACCEPT': 2}	as a MineColonies style set its builds consume colony-requested materials — it rides the colony route (M-28), the load-b
2	False	byzantine	Byzantine style as a pure schematic decoration pack with no second mechanical hook			M-28	REJECT	{'REJECT': 2}	the M-28 accept above is the strongest coherent link; forcing a Create or magic edge onto a schematic-data pack would be
1	True	byzantine	schematic style	standalone recipe	create		REJECT	{'REJECT': 1}	ships no own blocks/items (renders via Domum Ornamentum/Structurize); nothing to route through a Create method. No conte
1	False	byzantine	byzantine — forced recipe-weave for schematic data				REJECT	{'REJECT': 1}	Byzantine has no items/blocks of its own — any recipe weave would be invented content, not routing through a real method
1	False	byzantine	Byzantine schematic style → magic/Create unlock			M-15	REJECT	{'REJECT': 1}	a building style isn't gated behind a boss drop — that would be arbitrary and punishing for purely decorative content. M
27	False	companions	companions:crystallized_blood (Soul Furnace output, mid-tier soul reagent)	occultism:spirit_fire or occultism:ritual	magic	M-11	ACCEPT	{'ACCEPT': 27}	the Soul Furnace feeds the ritual circle — eldritch alchemy chains from one fire to the next
10	False	companions	companions:soul_gem (Soul Furnace diamond output, mid-tier)	ars_nouveau:imbuement → source contribution or reagent role	magic	M-10	ACCEPT	{'ACCEPT': 10}	a gem distilled through soul-fire carries the arcane charge the imbuement chamber needs
10	False	companions	companions tesla/voltaic deco blocks (copper-based)	create:crushing → copper scrap + xp nugget	create	M-04	REJECT	{'REJECT': 8, 'ACCEPT': 2}	WEAK — the Tesla electrical theme is its own cosmetic system; crushing it for copper creates a gameplay path (dismantle 
7	False	companions	companions:relic_gold (Sacred Pontiff boss drop)	numismatics mint	economy	M-08	ACCEPT	{'ACCEPT': 6, 'REJECT': 1}	relic gold recovered from the Pontiff, processed through a Create mill → minted into high-denomination coin; boss combat
7	False	companions	companions:copper_coin / nether_coin / end_coin (self-contained internal coins)	numismatics conversion	economy	M-08	REJECT	{'REJECT': 7}	bridging two coin systems together is a design decision for the v0.9.0 economy update, not a Phase-2 recipe weave; flagg
6	False	companions	companions:tesla_coil_block / voltaic_pillar_block	create:crushing	create	M-04	REJECT	{'REJECT': 5, 'ACCEPT': 1}	the dossier already flagged this WEAK; the tesla network is thematic core of companions' magic-electric aesthetic, not i
6	False	companions	companions:voltaic_pillar / tesla_coil_block (electrical deco)	create:crushing	create	M-04	REJECT	{'ACCEPT': 1, 'REJECT': 5}	decommissioned tesla deco grinds back to copper/redstone scrap — the electrical set's recycling path, tying it to the Cr
4	False	companions	companions:crystallized_blood	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 3, 'REJECT': 1}	a soul-crystallized reagent attuned through Ars apparatus is a natural step up the arcane ladder
4	False	companions	companions:voltaic_pillar_block / tesla_coil_block	create:crushing	create	M-04	ACCEPT	{'REJECT': 1, 'ACCEPT': 3}	the electrical infrastructure is the companions progression backbone, not surplus deco; crushing it back to scrap create
4	False	companions	companions boss drop — Relic Gold (Sacred Pontiff)	numismatics mint (via create:*)	economy	M-08	REJECT	{'ACCEPT': 1, 'REJECT': 3}	Relic Gold is a rare battle trophy from a boss fight; processing it into high-denomination coin makes the Sacred Pontiff
4	False	companions	companions:soul_gem (diamond→soul gem via Soul Furnace)	ars_nouveau:imbuement	magic	M-02	ACCEPT	{'ACCEPT': 4}	soul gems are natural Ars imbuement catalysts — a gothic-alchemical mod's gems feeding arcane infusion reads as complete
4	False	companions	companions:relic_gold (Sacred Pontiff boss drop)	numismatics vendor	economy	M-34	ACCEPT	{'ACCEPT': 4}	Relic Gold is a boss-drop rare that only combat specialists can farm and sell to builders/crafters — the boss dual-role 
3	False	companions	Crystallized Blood / soul gems	occultism:spirit_fire or ars_nouveau:imbuement	magic	M-11	ACCEPT	{'ACCEPT': 3}	a Soul Furnace that converts mob-drops into crystallized essences is a natural upstream supplier for the Occultism/Ars s
3	False	companions	companions:copper_coin / nether_coin / end_coin	numismatics exchange (bridge to pack currency)	economy		REJECT	{'REJECT': 3}	bridging two coin systems would require inventing a conversion recipe with no existing motif; the "no-motif → REJECT-for
3	False	companions	companions:relic_gold	boss-key gate on a Create sequenced-assembly chain	create	M-15	ACCEPT	{'ACCEPT': 3, 'REJECT': 1}	relic gold from a divine-adjacent boss unlocking a high-end Create component fits the "boss opens the tech door" design 
3	False	companions	companions boss drop: Old Cloth + Relic Gold (Sacred Pontiff)	loot-seed (already in loot=yes)	economy	M-34	ACCEPT	{'ACCEPT': 3}	The Sacred Pontiff's Relic Gold is a trophy that only a combat specialist can acquire; crafters and colony builders buy 
2	False	companions	companions boss drop — relic_gold (Sacred Pontiff)	boss-drop gate as Create recipe input (M-15)	create	M-15	ACCEPT	{'ACCEPT': 2}	the Pontiff's relic is the key component the engineer needs for a complex machine (endgame Create gating)
2	False	companions	Tesla/Voltaic deco blocks	`create:crushing`	create	M-04	REJECT	{'REJECT': 1, 'ACCEPT': 1}	Voltaic Pillars and Tesla Coils are gothic-alchemical set dressing; framing them as "Create recycles deco" implies they'
2	False	companions	companions:crystallized_blood	create:haunting	create	M-19	ACCEPT	{'ACCEPT': 2}	haunting runs on soul fire; feeding Crystallized Blood through it ties the soul-furnace loop into the Create spine at a 
2	False	companions	companions mob drops (antlion_fur, big_bread equivalent creature drops, essences)	occultism:ritual or ars_nouveau:imbuement	magic	M-02	ACCEPT	{'ACCEPT': 2}	The strange creatures companions spawns leave materials the mages want — their drops become reagents, so killing a Shade
2	False	companions	companions:relic_gold (Sacred Pontiff boss drop) / old_cloth	ars_nouveau:enchanting_apparatus or occultism:ritual	magic	M-02	ACCEPT	{'ACCEPT': 2}	The Sacred Pontiff's drops are endgame — Relic Gold and Old Cloth are rare trophies from a hard boss. Routing them as ca
2	False	companions	companions mob drops (companions:small_essence / companions:great_essence — regular kill drops from companions-added hostile mobs)	occultism:spirit_trade (M-18: Occultism spirits trade in soul-adjacent currencies; Small Essence is exactly the kind of soul fragment a spirit would trade for a material reagent — a dimensional miner spirit buys Essences in exchange for a rare ore sample, so killing companions mobs feeds Occultism mining)	magic	M-18	ACCEPT	{'ACCEPT': 2}	every Shade or hostile companion creature drops Small Essence — rather than having the essence sit in a chest, an Occult
1	False	companions	voltaic pillar / tesla coil deco blocks	create:crushing	create	M-04	REJECT	{'REJECT': 1}	the Tesla electrical aesthetic clashes tonally with Create's clockwork-steam vibe — industrial electricity as a Create r
1	False	companions	companions:crystallized_blood	createaddition:charging (FE/electricity bridge)	create	M-17	REJECT	{'REJECT': 1}	the Tesla network and Create's FE system (CreateAddition) are architecturally separate; they don't share a common FE bus
1	False	companions		companions:soul_furnace	magic	M-02	ACCEPT	{'ACCEPT': 1}	any creature with a corrupted essence distills in the Soul Furnace — the alchemist finds uses for every kill
1	False	companions				M-15	soft-reject for tone	{'soft-reject for tone': 1}	relic_gold is the Sacred Pontiff's alchemical relic; a Create machine gate is a tone mismatch — prefer routing it throug
