times_suggested	from_opus	mod	from	via	to_pillar	motif	consensus	verdicts	hook
1	False	bakery	bakery:apple_jam / strawberry_jam (high-saturation luxury foods)	ars_nouveau imbuement (source-feed via Agronomic Sourcelink)	magic	M-02	REJECT	{'REJECT': 1}	surplus baked goods as source-generation feedstock is the dossier's own WEAK candidate — a Sourcelink consuming cakes is
1	False	bakery	glowberry jam / glowberry tart (glowberry as ingredient)	ars_nouveau:imbuement	magic	M-10	REJECT	{'REJECT': 1}	glowberry is a common vanilla ingredient without a magic pedigree; forcing it through imbuement is contrived — the tone 
1	False	bakery	bakery:blank_cake / dough stage	create:milling (wheat→flour as Create-milled alt input)	create	M-12	ACCEPT	{'ACCEPT': 1}	a Create miller grinds wheat to flour feeding the baker's dough chain — the tech spine supplies the bakery, not just the
1	False	bakery	bakery:apple_jam / strawberry_jam (seasonal fruit preserve)	config/seasonal-gating (Serene Seasons — strawberries/apples are summer crops)	survival	M-16	ACCEPT	{'ACCEPT': 1}	jam flavours shift with the season — strawberry jam in summer, apple jam in autumn — making the bakery output a live sea
1	False	bakery	bakery:apple_jam / strawberry_cake (fruit-tier luxury baked goods)	minecolonies hut supply request	economy	M-28	ACCEPT	{'ACCEPT': 1}	a MineColonies baker's hut (or cook hut) requesting bakery's specialty breads/cakes as colony food supply creates a sust
1	False	bakery	bakery:glowberry_jam / glowberry_tart	ars_nouveau:imbuement	magic	M-10	REJECT	{'REJECT': 1}	glowberry-based jam as a magic imbuement input is a reach — glowberries have a natural light-magic vibe, but "jam in an 
1	False	bakery	bakery:blank_cake_interaction	supplementaries:safe / display mechanic	economy	M-33	REJECT	{'REJECT': 1}	"baker decorates cakes for customers" as a service-for-hire is conceptually M-33 territory but has no method to route th
1	False	bakery	wheat→flour (c:crops/wheat)	create:milling	create	M-12	ACCEPT	{'ACCEPT': 1}	the mill grinds grain to flour before it hits the baker's station — Create feeds the bakery chain, not just the stonecut
1	False	bakery	finished cakes / tarts / cupcakes (high-saturation luxury foods)	colony food supply (MineColonies requests)	economy	M-28	ACCEPT	{'ACCEPT': 1}	MineColonies citizens demand a variety of foods; luxury baked goods satisfy that demand at a high nutrition tier — a bak
1	False	bakery	fruit-based jams / berry fillings	seasonal crop availability (Serene Seasons)	survival	M-16	ACCEPT	{'ACCEPT': 1}	strawberry and berry jams are only craft-able in-season — in winter the jam jar stays empty and the bakery's best pastri
1	False	bakery	flour / wheat	create:milling	create	M-12	ACCEPT	{'ACCEPT': 1}	routing wheat through a Create Millstone to produce flour ties the bakery chain to the Create spine — a natural intermed
1	False	bakery	bakery:baked goods (luxury tier)	emergent player trade	economy	M-26	ACCEPT	{'ACCEPT': 1}	high-saturation baked goods are consumed as the pressure that sustains repeating demand from non-baker players.
1	False	bakery	magic via Ars Vitalic Sourcelink				REJECT	{'REJECT': 1}	dossier rates it WEAK and it's better owned by dedicated farm mods; baked goods as Source feedstock is thematically thin
1	False	bakery	bakery crops (berries/wheat/sugar) seasonal availability	season-gated ingredient (Serene Seasons)	create	M-16	ACCEPT	{'ACCEPT': 1}	strawberry cakes only craftable in spring when berries are available; chocolate tarts only when cocoa conditions match t
1	False	bakery	bakery:apple_jam / strawberry_jam (fermentable preserves)	vinery:apple_fermenting / alcohol_industry:alcohol_boiling as an upstream or parallel processing step (jam as a fermentation precursor)	survival	M-12	ACCEPT	{'ACCEPT': 1}	press fruit into jam at the bakery, ferment the surplus into spirits — the kitchen and the brewery share the same harves
1	False	bakery	bakery:flour (wheat-ground)	create:milling	create	M-12	ACCEPT	{'ACCEPT': 1}	baking-grade flour flows from a Create Millstone — the artisan kitchen draws its staple input from the tech spine, not j
1	False	bakery	bakery:bread / bakery:baguette	create:milling (as bread-crumb crush-back)	create	M-04	REJECT	{'REJECT': 1}	bread crushing back to crumbs is a real culinary step but M-04 is for deco/metal blocks, not food; the tone is wrong and
1	False	bakery	bakery:apple_jam / bakery:chocolate_jam (fermentable/preserved goods)	vinery:apple_fermenting or extradelight:drying_rack	create	M-35	ACCEPT	{'ACCEPT': 1}	jams are a natural maturation candidate — a jam that improves over time (aging in a rack or fermentation vessel) gives b
1	False	bakery	bakery goods (dessert tier)	MineColonies baker's hut (colony route)	create	M-28	ACCEPT	{'ACCEPT': 1}	a colony baker can supply bread and basic cakes cheaper and faster than crafting by hand — the MineColonies alternate ro
1	False	bakery	bakery:blank_cake (a perishable, placeable finished good)	MineColonies colony request	economy	M-28	ACCEPT	{'ACCEPT': 1}	MineColonies bakers can produce blank cakes as colony food supply — the colony's baker hut covers basic bread production
1	False	bakery	bakery loot tables (loot=yes)	loot-seed	survival	M-34	REJECT	{'REJECT': 1}	The bakery's loot tables likely cover its furniture as structure loot; seeding bakery foods into dungeon tables is thema
1	False	bakery	bakery:beer / bakery bread products	alcohol_industry:alcohol_boiling	create	M-12	REJECT	{'REJECT': 1}	alcohol_industry produces spirits, not beer-from-bread; forcing a bread→alcohol bridge when alcohol_industry already has
1	False	bakery	bakery:strawberry_cake / bakery:apple_jam (seasonal fruit inputs)	config tie to Serene Seasons	survival	M-16	ACCEPT	{'ACCEPT': 1}	Strawberry/apple-based bakery items are only craftable when the seasonal crop is available (spring/autumn gated), making
1	False	bakery	bakery loot (loot=yes)	loot-seed	economy	M-34	REJECT	{'REJECT': 1}	bakery's loot=yes is likely chest-loot for the decorative blocks/foods, not a boss/structure loot scenario. M-34 is comb
1	False	bakery	wheat → create:milling → flour	create:milling → farm_and_charm:crafting_bowl	create	M-12	ACCEPT	{'ACCEPT': 1}	the millstone grinds the grain — a Create operator upstream of the bakery chain means bakers and engineers share the sup
1	False	bakery	bakery:apple_jam / bakery:strawberry_jam (high-sugar fruit preserves, seasonal fruit input)	vinery:apple_fermenting or alcohol_industry:alcohol_boiling (jam as fermentation precursor → fruit brandy / wine-base intermediate)	economy	M-35	ACCEPT	{'ACCEPT': 1}	the jam jar doesn't stop at the bread aisle — a pressed-fruit preserve fed into the vinery's fermentation vessel becomes
1	False	bakery	bakery baked goods (finished cakes, tarts, pies — multi-step, player-specialized output requiring baker_station + Farm & Charm chain)	service-for-hire (a bakery-specialist player bakes to order, accepting ingredients + coin from diet-pressured clients)	economy	M-33	ACCEPT	{'ACCEPT': 1}	nobody wants to build a whole bakery chain just for the Sugars group buff; the baker player is the obvious specialist, a
4	False	bettermineshafts	bettermineshafts structures (expanded mineshaft network, loot=no per dossier but uses vanilla mineshaft loot tables)	loot-seed (inject a weave-relevant item into vanilla mineshaft chest loot that bettermineshafts populates — e.g. a coin cache M-08, magic scroll/reagent M-02, or a boss-key fragment M-15)	economy	M-08	ACCEPT	{'ACCEPT': 2, 'REJECT': 2}	deeper, more dangerous mine → richer payoff; a coin cache or reagent cache in the expanded side-rooms makes spelunking i
4	False	bettermineshafts	bettermineshafts structures	loot-seed (inject a rare magic reagent or allurite shard as a dungeon find)	magic	M-02	ACCEPT	{'ACCEPT': 2, 'REJECT': 2}	something unusual survived in the mine long enough to be arcane; abandoned mineshafts as a source of rare reagents ties 
2	False	bettermineshafts	bettermineshafts expanded mineshaft structures	loot-seed	create	M-15	REJECT	{'REJECT': 2}	M-15 requires a boss-key drop from a meaningful fight; mineshafts have no boss encounter — seeding a boss-key component 
1	False	bettermineshafts	bettermineshafts expanded shaft structure (larger caverns, ore side-rooms)	config tie	create		REJECT	{'REJECT': 1}	the shaft layout improvement indirectly benefits Create ore mining, but there is no recipe/loot/item handle — it's a str
1	False	bettermineshafts	bettermineshafts deeper/more dangerous mineshaft layouts	survival pressure (danger face)	survival		REJECT	{'REJECT': 1}	danger-pressure is bettermineshafts' existing anchor; there is no new edge to author here — it already anchors survival 
1	False	bettermineshafts	mineshaft loot tables (vanilla, used by BetterMineshafts)	loot-seed	economy	M-08	ACCEPT	{'ACCEPT': 1}	better mineshafts reward deep mining with a coin scatter — the pack's ore-scarcity pressure (mine deeper, find the shaft
1	False	bettermineshafts	mineshaft loot tables	loot-seed	create	M-15	REJECT	{'REJECT': 1}	BetterMineshafts uses vanilla loot tables (loot=no in dossier) — there is no independent loot table to seed a boss-key u
1	False	bettermineshafts	bettermineshafts structure loot (vanilla mineshaft loot)	loot-seed	economy	M-34	REJECT	{'REJECT': 1}	The dossier states `loot=no` and uses vanilla mineshaft loot tables — Better Mineshafts only expands the structure layou
1	False	bettermineshafts	bettermineshafts larger structures	loot-seed	economy	M-30	REJECT	{'REJECT': 1}	M-30 is a regional-scarcity gate — it rides GTMOGS ore-gen, not structure size. Better Mineshafts doesn't control ore pl
1	False	bettermineshafts	bettermineshafts expanded mineshaft structure	loot-seed (vanilla `chests/abandoned_mineshaft`)	economy	M-02	REJECT	{'REJECT': 1}	no unique loot table path — loot-seeding the vanilla mineshaft table is a vanilla edit, not bettermineshafts-specific; t
29	False	brazil_legends	brazil_legends:capelobo_claw	occultism:spirit_fire	magic	M-11	ACCEPT	{'ACCEPT': 29}	the claw of a folkloric cryptid burns in spirit-fire to yield an occult essence — exotic organic material feeds the spir
25	False	brazil_legends	brazil_legends:amber_shard	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 21, 'REJECT': 4}	amber is already associated with preserved/trapped essences; imbuement of amber into an arcane reagent reads as releasin
13	False	brazil_legends	brazil_legends:big_tongue	occultism:spirit_fire	magic	M-02	ACCEPT	{'REJECT': 1, 'ACCEPT': 12}	capelobo_claw already covers this slot for the same motif and pillar; adding a second parallel drop to the same method/p
9	False	brazil_legends	brazil_legends:big_tongue (Cuca/folklore drop)	occultism:ritual	magic	M-11	REJECT	{'REJECT': 6, 'ACCEPT': 3}	using both big_tongue AND capelobo_claw for the same M-11/magic slot is redundant; one mob-drop-to-spirit-fire (capelobo
6	False	brazil_legends	brazil_legends:capelobo_claw / brazil_legends:big_tongue	occultism:spirit_fire	magic	M-02	ACCEPT	{'ACCEPT': 6}	folkloric-beast drops — the claw of a cursed dog-creature and the oversized tongue of a swamp monster — transmuted in Oc
5	False	brazil_legends	brazil_legends:bottle_with_saci	recipe (occultism:ritual — summon/binding)	magic	M-11	ACCEPT	{'ACCEPT': 3, 'REJECT': 2}	A bottled trickster spirit (Saci) is an obvious ritual ingredient — could gate an Occultism summoning ritual or count as
4	False	brazil_legends	brazil_legends:amber_shard / amber_pearl	occultism:spirit_fire	magic	M-11	ACCEPT	{'ACCEPT': 3, 'REJECT': 1}	amber from a folkloric trickster spirit feeds occult transmutation — regional legend becomes magical reagent
3	False	brazil_legends	brazil_legends:amber_shard	create:crushing (→ fine amber powder as an Ars/Occultism reagent byproduct)	create	M-03	ACCEPT	{'ACCEPT': 3}	amber drops from folklore mobs → crushed in Create to fine amber powder, which then feeds a magic recipe; one crushing s
3	False	brazil_legends	brazil_legends:bottle_with_saci	ars_nouveau:imbuement	magic	M-10	REJECT	{'REJECT': 2, 'ACCEPT': 1}	the Saci-in-a-bottle is a whole trapped trickster spirit — feeding it blindly into an imbuement feels reductive and tona
3	True	brazil_legends	capelobo_claw / big_tongue / amber_shard	occultism:spirit_fire (or ars_nouveau:imbuement)	magic	M-02	ACCEPT	{'ACCEPT': 3}	folklore-cryptid drops transmute into occult/arcane essence — the trickster/werewolf loot feeds the magic web instead of
3	False	brazil_legends	brazil_legends:big_tongue	farmersdelight:cutting	survival	M-12	REJECT	{'REJECT': 3}	"big tongue" as a Farmers Delight cutting ingredient for a gross folk-food dish is a forced tone clash between Brazilian
2	False	brazil_legends	brazil_legends:big_tongue	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 2}	the Cuca's tongue as an Ars imbuement catalyst — monstrous organic as arcane ingredient; thematically the Cuca is alread
2	False	brazil_legends	brazil_legends:bottle_with_saci	occultism:spirit_trade	magic	M-18	REJECT	{'REJECT': 1, 'ACCEPT': 1}	"Saci in a bottle" is a self-contained novelty item — trading it via a spirit would be thematically interesting but the 
2	False	brazil_legends	brazil_legends:amber_shard / amber_pearl	create:crushing	create	M-04	REJECT	{'REJECT': 1, 'ACCEPT': 1}	amber_shard/pearl are exotic creature-drop items, not deco stone blocks; M-04 is for metal/stone deco, not organic drops
2	False	brazil_legends	brazil_legends boss/rare drops (capelobo, headless mule, cuca)	loot-seed / boss-key gate	create	M-15	ACCEPT	{'ACCEPT': 2}	the Cuca (a witch-entity) or the Headless Mule as a boss whose drop gates a complex Create recipe — a boss-key unlock in
2	False	brazil_legends	brazil_legends drops	emergent trade	economy	M-34	ACCEPT	{'ACCEPT': 2}	the magic user needs folkloric reagents; the hunter who farms Brazil Legends mobs is the supplier — a micro combat-suppl
2	False	brazil_legends	brazil_legends:bloodmoon_sickle	M-22 lunar/celestial reagent (require the bloodmoon_sickle to be crafted only when the Enhanced Celestials blood moon is active — or have its drop rate spike under it — tying the weapon's acquisition to the lunar event it's named for)	survival	M-22	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	the bloodmoon sickle earned under a real blood moon is not just a named weapon — the lunar gate makes it genuinely rare 
1	False	brazil_legends	brazil_legends:bloodmoon_sickle	create:haunting	create	M-19	REJECT	{'REJECT': 1}	the sickle is a themed weapon, not a raw material — running a weapon through haunting to produce a soul/spirit output is
1	False	brazil_legends	brazil_legends:alteration_spell_book (blank variants)	ars_nouveau:enchanting_apparatus	magic	M-10	REJECT	{'REJECT': 1}	Brazil Legends' "spell books" are self-contained effect items, not part of the Ars Nouveau casting framework — wiring th
1	True	brazil_legends	capelobo_claw / big_tongue / amber_shard	occultism:spirit_fire / ars_nouveau:imbuement	magic	M-11	ACCEPT	{'ACCEPT': 1}	folklore-creature drops transmute into a magic essence — the cryptid loot feeds the arcane web instead of dead-ending in
1	True	brazil_legends	themed spell_book items	ars_nouveau glyph/caster integration	magic	M-01	REJECT	{'REJECT': 1}	these are self-contained effect-books, not an Ars casting framework; bridging them to source_gem misrepresents both — no
1	False	brazil_legends		create:crushing → amber_dust + numismatics mint	economy	M-08	ACCEPT	{'ACCEPT': 1}	crushing the rare amber shard yields amber powder — a ground gemstone that mints into coin by the standard processed-sca
1	False	brazil_legends		occultism:spirit_trade — offer the bottled spirit as a payment in a spirit trade, using the imprisoned trickster as an exotic trade commodity	magic	M-18	ACCEPT	{'ACCEPT': 1}	you can't keep a trickster spirit bottled forever — trading it to an Occultism spirit for something rare is exactly the 
1	False	brazil_legends		M-22 lunar/celestial reagent — require the weapon to be crafted or upgraded only during a blood-moon event (EnhancedCelestials blood moon), or its output drop rate spikes then	magic	M-22	ACCEPT	{'ACCEPT': 1}	the bloodmoon sickle named for the lunar event — it stands to reason crafting its final form requires the actual blood m
1	True	brazil_legends	bottle_with_saci (trickster-in-a-bottle)	occultism:ritual / spirit_trade	magic	M-18	REJECT	{'REJECT': 1}	no-motif-fit — saci-in-a-bottle is a self-contained captured-entity novelty item; repurposing it as a spirit-trade input
1	False	brazil_legends	brazil_legends:bloodmoon_sickle	config/worldgen (bloodmoon event)	magic	M-22	ACCEPT	{'ACCEPT': 1}	the sickle — forged in bloodmoon loot or dropped under a lunar event — ties the weapon to the lunar cycle system (M-22 l
1	False	brazil_legends	brazil_legends:bottle_with_saci	create:emptying (extract fluid/substance from bottle)	create	M-12	REJECT	{'REJECT': 1}	The bottle_with_saci is a folklore mischief-spirit trapped in a bottle — treating it as a Create fluid-emptying feedstoc
1	False	brazil_legends	brazil_legends:bloodmoon_sickle	create:haunting	magic	M-19	REJECT	{'REJECT': 1}	the sickle is the mod's flagship weapon; routing it through create:haunting (soul-fire) would transmute it into somethin
1	False	brazil_legends	brazil_legends:amber_shard	emergent player trade	economy	M-34	ACCEPT	{'ACCEPT': 1}	the amber shard is a scarce folkloric drop obtained only by hunting brazil_legends mobs — a combat specialist farms and 
1	False	brazil_legends	brazil_legends:amber_pearl	bountiful objective pool	economy	M-34	ACCEPT	{'ACCEPT': 1}	Curating amber_pearl as a Bountiful bounty objective turns this folklore-hunt drop into an economy-demand node — combat 
1	False	brazil_legends	brazil_legends:amber_pearl (block form)	create:crushing	create	M-04	REJECT	{'REJECT': 1}	amber_pearl as a block is deco; routing deco blocks back through crushing (M-04) when the item form (amber_shard) alread
1	True	brazil_legends	amber_shard / amber_pearl	ars_nouveau:imbuement (amber as an arcane reagent/source carrier)	magic	M-10	ACCEPT	{'ACCEPT': 1}	folklore amber holds a trapped spirit — refining it into a magic reagent reads naturally
1	True	brazil_legends	signature drops (claw/tongue/saci-bottle)	combat specialist farms the folklore mobs → trades drops to magic users	economy	M-34	ACCEPT	{'ACCEPT': 1}	these mobs are biome-locked and dangerous, so a hunter supplies their drops to the ritualists who need them
1	False	brazil_legends	brazil_legends:bottle_with_saci	numismatics mint	economy	M-08	REJECT	{'REJECT': 1}	bottled-trickster-spirit as minted coin makes no thematic sense; the bottle is a capture item not a raw metal — M-08 req
1	False	brazil_legends	brazil_legends drops (capelobo_claw / bottle_with_saci)	occultism:ritual component	magic	M-11	ACCEPT	{'ACCEPT': 1}	a dark ritual that requires the hand of a shape-shifter or a captive Saci — hunting the folklore mobs unlocks a ritual t
1	False	brazil_legends	brazil_legends folkloric mobs (Headless Mule / Saci)	spawn-condition config (lunar event gating — Enhanced Celestials)	magic	M-22	ACCEPT	{'ACCEPT': 1}	the Headless Mule runs on cursed nights — their drops are rarer and more potent when hunted under the right moon
1	False	brazil_legends	brazil_legends drop regional scarcity	biome-specific spawn	economy	M-30	REJECT	{'REJECT': 1}	scarcity is real and already built-in via biome-modifiers, but it's not a Phase-3 recipe weave — design note about the d
1	False	brazil_legends	brazil_legends drops	create:crushing or other Create method	create		REJECT	{'REJECT': 1}	no coherent Create processing target; folkloric animal drops don't map to a Create mechanical process.
1	False	brazil_legends	brazil_legends:amber_shard	ars_nouveau:imbuement (as a ritual catalyst)	magic	M-02	ACCEPT	{'ACCEPT': 1}	amber is a preservation medium in real-world folklore — feeding it into an imbuement to fix/stabilize a magical process 
1	False	brazil_legends	brazil_legends:amber_shard as standalone attunement catalyst	M-07 catalyst slot	magic	M-07	REJECT	{'REJECT': 1}	galosphere already owns the M-07 catalyst slot (allurite/lumiere); adding a second general catalyst fragments reagent-ow
1	False	brazil_legends	brazil_legends:bloodmoon_sickle (weapon drop)	combat-specialist trade	economy	M-34	ACCEPT	{'ACCEPT': 1}	the Saci hunts are perilous enough that a combat specialist corners the market on bloodmoon sickles and trades them to t
1	False	brazil_legends	brazil_legends:big_tongue (Akaname drop)	create:milling or farmersdelight:cutting	create	M-12	REJECT	{'REJECT': 1}	tone clash — the Akaname is a filth-licking yokai whose tongue is grotesque folklore content; routing it through a Creat
1	False	brazil_legends	brazil_legends:bloodmoon_sickle (weapon, bloodmoon theme)	ars_nouveau:imbuement or cataclysm:weapon_fusion	magic	M-10	REJECT	{'REJECT': 1}	power-read: the sickle is a mid-tier weapon from a beta mod; adding an imbuement upgrade path doubles up on a magic weav
1	False	brazil_legends	brazil_legends:cachimbo (tobacco pipe — unique flavor item)	farm_and_charm:drying or extradelight:drying_rack (drying tobacco leaves into a smoking blend, if a tobacco crop is present in the pack — check Farm&Charm/Vinery crop lists)	survival	M-12	ACCEPT	{'ACCEPT': 1}	the cachimbo is a cultural artifact that deserves its own supply chain — dried tobacco from the farm feeds a folk craft 
1	False	brazil_legends	brazil_legends:amber_shard (scarce regional mob drop — biome-locked cryptid loot)	create:crushing → amber_dust → numismatics mint	economy	M-08	ACCEPT	{'ACCEPT': 1}	amber from a folkloric creature, refined in the crusher to powder, pressed into coin — a regional scarce material become
5	False	chefsdelight	chefsdelight loot=yes (village cook structures)	loot-seed (structure chests contain numismatics coin or FD recipe scrolls)	economy	M-08	REJECT	{'ACCEPT': 2, 'REJECT': 3}	A cook-house chest holding a few coins and a recipe note makes exploring villages rewarding in the pack's own currency.
5	False	chefsdelight	chefsdelight Cook/Chef villagers	config trade redirect	economy	M-33	ACCEPT	{'ACCEPT': 6}	the Cook/Chef villager performs cooking labor — players bring raw ingredients and pay in numismatics coin, getting back 
3	False	chefsdelight	chefsdelight feast-tier meals (Roast Chicken / Honey Glazed Ham)	appleseed diet groups	survival	M-26	ACCEPT	{'ACCEPT': 3}	feast meals span multiple diet groups (Protein + Grains + Vegetables) simultaneously — the diet system's consumption sin
2	False	chefsdelight	Cook/Chef villager trades (emerald ↔ FD meals)	KubeJS config re-mapping trades to numismatics coin	economy	M-08	REJECT	{'REJECT': 1, 'ACCEPT': 1}	this re-routes NPC trades to use player-minted coin — but the M-08 motif is for *player pressing metal into coin*, not N
2	False	chefsdelight	chefsdelight Cook/Chef villager trades	the player-run economy reads: a cook player supplies FD meals to a Chef villager who in turn sells to other players via Trading Floor	economy	M-26	ACCEPT	{'ACCEPT': 2}	the village chef's order never stops — someone has to keep the cooking pot full
2	False	chefsdelight	chefsdelight Cook/Chef professions (workstations: Skillet / Cooking Pot)	minecolonies:composting or colony cook-hut	economy	M-28	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	a MineColonies Cook's Hut could use the Chef's workstation blocks as higher-tier colony buildings, so establishing a col
2	False	chefsdelight	chefsdelight village cook structures (new village buildings)	loot-seed	survival	M-34	REJECT	{'REJECT': 2}	the cook structures are village variants, not dungeon/boss loot tables; loot-seeding here would put weave-relevant drops
1	False	chefsdelight		chefsdelight Cook/Chef villager buy-trade (villager accepts the ingredient for coin)	create	M-12	ACCEPT	{'ACCEPT': 1}	the village Cook buys freshly milled flour from the mill district; Create processing feeds village trade, not just playe
1	False	chefsdelight	Chef/Cook workstation (Cooking Pot / Skillet)	minecolonies worker job	survival	M-05	REJECT	{'REJECT': 1}	the minecolonies_compatibility mod already handles FD/Cook integration via its Butcher job bridge; adding an explicit M-
1	False	chefsdelight	chefsdelight Cook/Chef profession blocks (Skillet / Cooking Pot)	create:pressing or create:sequenced_assembly	create	M-05	REJECT	{'REJECT': 1}	the Skillet and Cooking Pot are Farmer's Delight items (not chefsdelight's own), and chefsdelight's content is entirely 
1	False	chefsdelight	Chef villager structures (village cook-house loot tables)	loot-seed	survival	M-02	REJECT	{'REJECT': 1}	M-02 is mob-drop→magic/economy reagent sink; seeding cook-structure loot with FD ingredients is survival-deepening not a
