times_suggested	from_opus	mod	from	via	to_pillar	motif	consensus	verdicts	hook
1	False	charta	charta:empty_beer_glass / empty_wine_glass	alcohol_industry:alcohol_boiling	create	M-12	ACCEPT	{'ACCEPT': 1}	the bar shelf's beer glass gets filled at the distillery tap — the social set and the industrial kitchen are the same su
1	False	charta	charta:empty_wine_glass / empty_beer_glass	vinery:wine_fermentation / alcohol_industry:alcohol_boiling	economy	M-35	ACCEPT	{'ACCEPT': 1}	a player running a tavern fills charta wine glasses with vinery-fermented wine — the glass is the serving step after the
1	False	charta	charta:empty_wine_glass / empty_beer_glass (bar furniture, loot=yes)	loot-seed into charta loot tables	economy	M-26	ACCEPT	{'ACCEPT': 1}	filled wine/beer glasses (from Vinery / Beachparty cocktails) are a consumption item — they get drunk and discarded, cre
1	False	charta	charta:oak_bar_shelf / bar_stool	create:cutting (M-04 deco-through-Create)	create	M-04	REJECT	{'REJECT': 1}	M-04 recycles *metal/stone* deco back to raw material; wood deco (bar shelves) crushing back to planks/sawdust is the wo
10	False	create_connected	create_connected:kinetic_battery	recipe (crafting/create:mechanical_crafting)	aeronautics	M-24	ACCEPT	{'ACCEPT': 8, 'REJECT': 2}	A kinetic battery stores rotational energy — an Aeronautics ship engine drawing on a banked battery for burst thrust is 
6	False	create_connected	create_connected:kinetic_battery / create_connected:kinetic_bridge	recipe (create:sequenced_assembly)	create	M-06	REJECT	{'REJECT': 4, 'ACCEPT': 2}	M-06 is for *endgame* keystones; the kinetic battery is a quality-of-life storage block, not a progression gate — over-c
5	False	create_connected	create_connected:item_silo / inventory_bridge	logistics integration (config/design)	aeronautics	M-31	ACCEPT	{'ACCEPT': 3, 'REJECT': 2}	item-silo + inventory-bridge as station-side bulk-buffer nodes in an aeronautics cargo run — trains/ships load from silo
4	False	create_connected	create_connected copycat blocks	create:crushing	create	M-04	REJECT	{'REJECT': 3, 'ACCEPT': 1}	copycat blocks are 1:1 texture skins, not stone/metal deco — crushing them back would be round-trip arbitrage on any mat
3	False	create_connected	create_connected:fan_haunting_catalyst	create:haunting on-ship (aeronautics context)	magic	M-19	ACCEPT	{'REJECT': 1, 'ACCEPT': 2}	This is a legitimate creative integration but it is a *config/gameplay design* decision (mounting specific catalysts on 
2	False	create_connected	create_connected:kinetic_battery	createaddition:charging (charge the battery from a FE source)	create	M-17	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	a kinetic battery that stores rotational energy and can be topped off from an electric source is the natural bridge betw
2	False	create_connected	create_connected:fan_*_catalyst blocks (blasting/haunting/splashing/etc.)	create:haunting (the haunting catalyst feeds the soul-fire seam)	magic	M-19	REJECT	{'REJECT': 1, 'ACCEPT': 1}	the fan_haunting_catalyst IS the Create haunting mechanic made portable — it's already an internal Create tool; no new c
2	False	create_connected	create_connected:item_silo / inventory_bridge (high-capacity logistics blocks)	aeronautics integration (mounting silos/bridges on Aeronautics cargo contraptions)	aeronautics		REJECT	{'REJECT': 2}	no-motif — logistics-block utility on a moving ship is workflow adjacency without a recipe or method route; the briefing
2	False	create_connected	create_connected:copycat_* (any block skinned)	recipe (copycat-applies a structural plate)	aeronautics	M-23	REJECT	{'REJECT': 1, 'ACCEPT': 1}	copycat blocks wear a *texture*, they don't become that block materially — using them as structural hull material misrea
2	False	create_connected	create_connected kinetic_battery / inventory_bridge (logistics extensions)	thematic — these are the build-blocks for Aeronautics ship logistics and control systems	aeronautics	M-24	ACCEPT	{'ACCEPT': 2}	a ship-builder uses kinetic_battery to buffer drive power for burst propulsion and inventory_bridge to pipe cargo betwee
1	False	create_connected	create_connected:copycat_* family (slab/block/stairs/fence/beam)	create:item_application (apply a foreign block as "skin" material onto a copycat base)	create	M-20	REJECT	{'REJECT': 1}	this is already the vanilla mechanic of the copycat block — you right-click it with any block to skin it; the mod alread
1	False	create_connected	create_connected:item_silo / inventory_bridge (bulk storage + logistics)	numismatics depositor integration (automate a shop that pays from a silo-fed vendor)	economy	M-08	REJECT	{'REJECT': 1}	this is a player-build pattern (silo → hopper → vendor), not a recipe weave; Numismatics already accepts any item throug
1	False	create_connected	create_connected:item_silo / create_connected:inventory_bridge	recipe (create:mechanical_crafting)	create	M-05	REJECT	{'REJECT': 1}	these are Create-internal QoL logistics blocks — they're already in the Create spine; M-05 is for *foreign* mods whose f
1	False	create_connected	create_connected:fan_*_catalyst blocks (blasting/enriched/freezing/haunting/etc.)	recipe (create:item_application)	create	M-20	ACCEPT	{'ACCEPT': 1}	the fan-catalyst blocks are wrappings of Create's processing fans — making the filled catalyst require deployer-applicat
1	False	create_connected	create_connected:item_silo	config tie	economy		REJECT	{'REJECT': 1}	No motif covers "logistics block as economy anchor." A silo is infrastructure, not a sellable good or currency-path item
1	False	create_connected	create_connected:brass_gearbox	create:sequenced_assembly	aeronautics	M-24	ACCEPT	{'ACCEPT': 1}	The brass gearbox is exactly the torque-splitting component an airship needs to route shaft power to multiple propeller 
1	False	create_connected	create_connected:copycat_block (metal-skinned variant)	create:crushing	create	M-04	REJECT	{'REJECT': 1}	M-04 is for deco blocks that are genuinely over-produced. Copycat blocks are a QoL cosmetic — they are not over-produced
1	False	create_connected	create_connected fan_catalyst blocks (blasting/freezing/haunting/etc. catalysts)	create:sequenced_assembly or create:item_application	create	M-20	ACCEPT	{'ACCEPT': 1}	fan catalyst blocks are specialized Create parts that direct fan processing — having the rarer ones (haunting/withering/
1	False	create_connected					ACCEPT	{'ACCEPT': 1}	The kinetic battery isn't just for your factory floor — a ship's propulsion system needs stored rotation for calm-air st
1	False	create_connected				M-19	REJECT	{'REJECT': 1}	Marginal — the fan_haunting/ending catalysts implement the same haunting/soul-fire logic as vanilla Create fans; the wea
1	False	create_connected	create_connected copycat blocks (wearing any deco texture)	(no method — design note)	economy		REJECT	{'REJECT': 1}	the copycat cosmetic system lets any block wear a foreign texture but produces no routable material; the "deco palette a
1	False	create_connected	create_connected:kinetic_battery (stores rotational energy)	createaddition:charging (M-17)	magic	M-17	REJECT	{'REJECT': 1}	the kinetic_battery stores *kinetic SU*, not FE; createaddition:charging charges FE-based items. Mismatched energy types
1	False	create_connected	create_connected:item_silo / inventory_bridge (logistics expansion)	aeronautics ship logistics — the silo/bridge blocks are natural on-ship storage and inventory management nodes	aeronautics	M-23	REJECT	{'REJECT': 1}	M-23 is a structural-alloy motif (physical hull materials); inventory/logistics blocks on ships is configuration, not a 
1	False	create_connected	create_connected copycat_* blocks	cosmetic — copycats wear any block texture including samurai spirit_stone or Vinery deco, making them a decoration cross-system skinning sink	survival		REJECT	{'REJECT': 1}	no-motif — cosmetic skinning has no motif; a cross-system decoration pass is a sanctioned support role, not a weave cand
1	False	create_connected	create_connected:item_silo / inventory_bridge	aeronautics cargo-hold logistics	aeronautics	M-24	REJECT	{'REJECT': 1}	silo/inventory bridge are logistics blocks; they work on ships passively but that's just "works on a ship," not a direct
1	False	create_connected	create_connected:fan_catalyst variants	create:fan processing methods on ships	create	M-20	REJECT	{'REJECT': 1}	fan catalysts are already Create-internal (they extend create:fan_* processing). Deepening an existing Create-internal e
1	True	create_connected	copycat_* family (universal block skin)	copycat application	survival		REJECT	{'REJECT': 1}	copycat is a cosmetic skin sink, mints no material and routes nothing cross-system; it's Create-internal QoL. No motif.
1	True	create_connected	kinetic_battery / brass_gearbox / clutches	create:*	aeronautics	M-24	REJECT	{'REJECT': 1}	these are generic Create drivetrain parts already inside the Create spine; Aeronautics drivetrain weaves (M-24) target a
1	False	create_connected	create_connected:copycat_* family	create:item_application	survival	M-20	REJECT	{'REJECT': 1}	copycats already use create:item_application natively (per made-by methods) — this is an existing internal weave, not a 
1	False	create_connected	create_connected:item_silo / inventory_bridge	logistical role in player economy	economy	M-33	REJECT	{'REJECT': 1}	logistics-block QoL (silos/vaults/chutes) is the ambient infrastructure of every Create base, not a demand-gating weave.
1	False	create_connected	create_connected:item_silo / inventory_bridge	no motif			REJECT	{'REJECT': 1}	Pure logistics/storage blocks; they have no material output suitable for a cross-pillar weave, and "logistics is useful"
1	False	create_connected	create_connected:brass_gearbox	create:mechanical_crafting	create	M-06	REJECT	{'REJECT': 1}	M-06 is for *endgame/flagship* sequenced chains; a gearbox is a utility part, not a flagship keystone — applying the dee
1	False	create_connected	create_connected:copycat_* blocks	M-04 Create recycles deco	create	M-04	ACCEPT	{'ACCEPT': 1}	copycat blocks wear any texture; when demolished/swapped they can be crushed back to the base block + experience nugget 
1	False	create_connected	create_connected:item_silo / inventory_bridge	M-29 cross-route dependency	economy	M-29	REJECT	{'REJECT': 1}	these are logistics/storage helpers internal to Create infrastructure; they don't *create* a cross-route dependency betw
1	False	create_connected	copycat blocks	create:item_application / deploying	aeronautics	M-23	ACCEPT	{'ACCEPT': 1}	copycat panels can wear any block's texture — used as structural cladding on Aeronautics ships; a deploying step could a
1	False	create_connected	kinetic_battery (stores SU)	create:sequenced_assembly	create	M-06	ACCEPT	{'ACCEPT': 1}	a kinetic battery that stores rotation is a mid-tier Create component; a multi-step assembly chain (press plate → shaft 
1	False	create_connected	create_connected:control_chip	create:sequenced_assembly	create	M-06	ACCEPT	{'ACCEPT': 1}	the control chip is the logic heart of create_connected's signal/link blocks; gating it behind a sequenced assembly step
1	False	create_connected	create_connected:copycat blocks (wear any texture)	KubeJS config — accept deco blocks from magic mods as copycat skins	magic		REJECT	{'REJECT': 1}	deco-skinning is a cosmetic behavior, not a method-routing; there's no motif for "looks like another mod's block." No we
1	False	create_connected	create_connected:copycat_* family	any foreign block as skin	survival	M-04	REJECT	{'REJECT': 1}	copycats are a cosmetic "apply any texture" tool — no existing motif covers "deco mod wears a foreign surface"; M-04 (Cr
1	False	create_connected	create_connected:fan_*_catalyst blocks	create fan-processing (blasting/haunting/freezing/smoking/splashing/withering)	create	M-19	REJECT	{'REJECT': 1}	fan catalysts are Create-internal depth (extending fan-processing methods already in create:haunting etc.) — this is a w
1	False	create_connected	copycat_* blocks	create:crushing	create	M-04	REJECT	{'REJECT': 1}	Copycat is already a Create-internal decoration permutation — M-04 says "metal/stone deco crushes back to raw"; copycats
1	False	create_connected	fan_*_catalyst blocks (fan_blasting_catalyst, fan_haunting_catalyst, fan_splashing_catalyst, etc.)	ars_nouveau:imbuement / occultism:spirit_fire	magic	M-10	REJECT	{'REJECT': 1}	The fan catalysts are Create-internal convenience blocks — physical placeholders for existing Create fan-processing reci
1	False	create_connected	control_chip	create:sequenced_assembly	create	M-06	REJECT	{'REJECT': 1}	control_chip is purely Create-internal (used in create_connected's own signal/logic blocks). Deepening its recipe via se
1	False	create_connected	create_connected:copycat_* panels	create:item_application (skin application)	aeronautics	M-20	ACCEPT	{'ACCEPT': 1}	Copycat panels wearing hull-material textures (stone, steel plate, wood) give Aeronautics ship builders a Create-native 
1	False	create_connected	create_connected:item_silo (bulk storage, large capacity)	logistics/aeronautics supply chain	economy	M-31	ACCEPT	{'ACCEPT': 1}	A ship's cargo hold or colony warehouse built with item silos is the natural bulk-goods storage node for the logistics a
1	False	create_connected	create_connected (all Create-internal) as support-only	no foreign route	—	M-24	REJECT	{'REJECT': 1}	The dossier's "leave" recommendation misses several real weave surfaces found above (kinetic battery→aeronautics, silos→
14	False	ctov	ctov village loot tables	loot-seed	magic	M-02	ACCEPT	{'ACCEPT': 11, 'REJECT': 3}	a scrap of arcane parchment or a source gem shard in a rural chest hints that magic knowledge filters out from cities; l
14	False	ctov	ctov structure chests (village + outpost loot tables)	loot-seed (add Numismatics coin / bounty items to village loot)	economy	M-08	ACCEPT	{'ACCEPT': 13, 'REJECT': 1}	the village blacksmith's chest has old coin in it — exploration has always been the first step toward a player economy, 
8	False	ctov	ctov outpost chest loot	loot-seed	survival	M-34	ACCEPT	{'ACCEPT': 7, 'REJECT': 1}	pillager outpost chests hold a rare boss-drop precursor or weapon part, making ctov outposts a meaningful danger-run rew
4	False	ctov	ctov structure loot (rare chests)	loot-seed	create	M-15	REJECT	{'REJECT': 4}	Seeding Create boss-key items into village loot is thematically arbitrary — villages aren't dungeon progression gatekeep
4	False	ctov	ctov village structures	loot-seed	economy	M-34	ACCEPT	{'ACCEPT': 4}	seeding Numismatics coins or high-value trade goods into ctov village/outpost loot tables makes exploration pay — player
3	False	ctov	ctov village structures as colony-adjacent settlements	minecolonies colony route	economy	M-28	REJECT	{'REJECT': 2, 'ACCEPT': 2}	CTOV generates NPC vanilla villages; they are NOT MineColonies colonies. There is no mechanical link between ctov struct
2	False	ctov	ctov pillager outpost loot	loot-seed	survival	M-02	REJECT	{'REJECT': 1, 'ACCEPT': 1}	ctov adds no mob drops of its own — it uses vanilla outpost logic with vanilla loot. Seeding a mob-drop reagent (M-02) i
2	False	ctov	ctov village structures (trade hub)	loot-seed (Numismatics trade stall loot / villager trade row)	economy	M-33	REJECT	{'REJECT': 2}	M-33 is about players performing labor; seeding a stall deed into a chest is closer to M-08 (currency gateway). The serv
1	False	ctov	ctov as MineColonies colony seed point	design intent (discovered village becomes colony base)	economy		REJECT	{'REJECT': 1}	no method-routing to implement; this is a design/onboarding observation, not a recipe or loot-table action; no motif fit
1	False	ctov	ctov chest loot	loot-seed	survival		REJECT	{'REJECT': 1}	seeding MineColonies recruitment scrolls into ctov chests is thematic (a colony starts from a found blueprint) but no mo
1	False	ctov	ctov village loot	loot-seed → economy		M-30	REJECT	{'REJECT': 1}	M-30 is regional scarcity gating a recipe input; seeding loot into a biome-specific village is thematically adjacent but
1	False	ctov	ctov village/outpost loot	loot-seed	economy	M-29	REJECT	{'REJECT': 1}	M-29 is a recipe-cross-route (requiring one route's output inside the other route's recipe); loot-seeding into structure
1	False	ctov	ctov → no recipe/processing weave				REJECT	{'REJECT': 1}	ctov has zero items/blocks/methods of its own; recipe-side weaves are impossible; all real links are loot-seed delivery
1	False	ctov	ctov village structures	loot-seed	survival	M-16	REJECT	{'REJECT': 1}	M-16 is a seasonal-reagent motif (crop only obtainable in a given Serene Season feeds a machine/ritual) — loot tables ar
1	False	ctov	ctov biome-variant village chests (loot=yes; 23 village variants each themed to a biome)	loot-seed (differentiate the coin/magic seedings per ctov village variant — e.g. a coastal village chest gets more Numismatics coinage, a forest village gets more magic-adjacent loot)	economy	M-30	ACCEPT	{'ACCEPT': 1}	the same M-08/M-02 loot-seeds already accepted become *regionally differentiated* by ctov variant — the coastal-village 
8	False	dungeons_arise_seven_seas	dungeons_arise_seven_seas fortress/ruin loot	loot-seed (magic reagents)	magic	M-02	ACCEPT	{'REJECT': 2, 'ACCEPT': 6}	naval/pirate dungeons have no inherent magic identity; seeding magic reagents here is thematically weaker than coin; M-0
7	False	dungeons_arise_seven_seas	dungeons_arise_seven_seas structure loot tables (galleon/fortress chests)	loot-seed — seed numismatics coins into naval chest loot	economy	M-08	ACCEPT	{'ACCEPT': 7}	a plundered galleon's strongbox should have old coin; pirates hoard wealth — coin drops in naval dungeon chests make exp
5	False	dungeons_arise_seven_seas	galleon / fortress loot tables	loot-seed	economy	M-08	ACCEPT	{'ACCEPT': 3, 'REJECT': 2}	Boardable galleons and floating sea-fortresses are exactly the high-risk nautical sites where a chest of coin feels earn
5	True	dungeons_arise_seven_seas	dungeons_arise_seven_seas structures (nautical theme)	aeronautics ship-exploration framing — structures are destination waypoints for aeronautics sea-ship routes	aeronautics		REJECT	{'REJECT': 5}	no-motif — the aeronautics link is thematic (sea dungeons → aeronautics ships visit them) but there's no recipe/loot/mec
4	False	dungeons_arise_seven_seas	galleon/fortress loot tables	loot-seed	magic	M-02	ACCEPT	{'ACCEPT': 4}	sea-captain relics and alchemical cargo lost at sea are plausible magic reagents (Occultism / Ars sources) — treasure-di
4	False	dungeons_arise_seven_seas	dungeons_arise_seven_seas galleon loot (sunken ruins / fortress chests)	loot-seed → aeronautics structural material or nautical blueprint	aeronautics	M-23	REJECT	{'ACCEPT': 1, 'REJECT': 3}	A sunken or derelict galleon is exactly where you'd salvage the hull plates, rigging hardware, and design plans that let
3	False	dungeons_arise_seven_seas	galleon/fortress loot tables	loot-seed	aeronautics	M-15	ACCEPT	{'ACCEPT': 3}	a sunken flagship holds a rare nautical chart or hull component that gates an Aeronautics airframe blueprint — the naval
3	False	dungeons_arise_seven_seas	dungeons_arise_seven_seas galleon captain spawn / fortress boss	loot-seed → boss-key component for high-tier Create recipe	create	M-15	ACCEPT	{'REJECT': 1, 'ACCEPT': 2}	The mod doesn't guarantee a distinct boss mob; it places *structures*, not boss encounters. Without a confirmed boss spa
3	False	dungeons_arise_seven_seas	galleon / fortress loot tables	loot-seed	economy	M-34	ACCEPT	{'ACCEPT': 3}	naval dungeon raiders are the pack's maritime combat specialists — they sell the nautical rarities harvested from galleo
2	False	dungeons_arise_seven_seas	naval structures (aesthetic / thematic)	aeronautics pillar — ships rhyme with airships	aeronautics		REJECT	{'REJECT': 2}	the structures are static worldgen, not functional vessels; a thematic "ships↔airships" edge has no in-game mechanic, no
2	False	dungeons_arise_seven_seas	ship/fortress chest loot tables	numismatics coin seeding	economy	M-08	ACCEPT	{'ACCEPT': 2}	pirate galleons and sea fortresses should yield coin — nautical treasure is an obvious economy source; economy pillar ge
2	False	dungeons_arise_seven_seas	ship/fortress loot chests	loot-seed — seed magic reagents (source gems, arcane essences) into hidden monument rooms	magic	M-02	ACCEPT	{'ACCEPT': 2}	old sea-sorcerer ships carry bottled arcane reagents in their depths — ocean exploration feeds the magic reagent supply.
2	False	dungeons_arise_seven_seas	dungeons_arise_seven_seas ships	loot-seed (aeronautics blueprint or chart)	aeronautics	M-15	REJECT	{'REJECT': 1, 'ACCEPT': 1}	Aeronautics blueprints/schematics are a player-authored item (Create Schematicannon output), not a droppable progression
2	False	dungeons_arise_seven_seas	ship/galleon dungeon loot chests	loot-seed	economy	M-34	ACCEPT	{'ACCEPT': 2}	ocean combat specialists board galleons and recover salvage that non-combat players can't reach — seed trade goods (rare
1	False	dungeons_arise_seven_seas	ship structures (nautical aesthetic)	aeronautics thematic bridge	aeronautics		REJECT	{'REJECT': 1}	the mod's ships are static structures, not functional vessels; calling this an aeronautics weave is purely aesthetic wit
1	False	dungeons_arise_seven_seas	sunken ruins / galleon loot tables	loot-seed	magic	M-02	ACCEPT	{'ACCEPT': 1}	Ancient sea-ruins plausibly contain arcane reagents — seeding a mid-tier Ars Nouveau or Occultism reagent (e.g. a scroll
1	False	dungeons_arise_seven_seas	galleon loot	loot-seed	aeronautics	M-23	REJECT	{'REJECT': 1}	no accepted motif for "loot seeds aeronautics parts"; the aeronautics seam motifs (M-23/M-24) are about crafting constru
1	False	dungeons_arise_seven_seas	sunken-ruins loot	loot-seed	aeronautics	M-15	ACCEPT	{'ACCEPT': 1}	Seed an aeronautics-relevant component or blueprint into the deepest sunken-ruins chest — a structural alloy plate (M-23
1	False	dungeons_arise_seven_seas	ocean structure loot tables (galleons/fortresses/sunken ruins)	loot-seed — add coin, Numismatics currency drops, and/or bounty-relevant items to the chests	economy	M-08	ACCEPT	{'ACCEPT': 1}	a sunken galleon or floating fortress yielding coin bags and rare salvage threads nautical exploration directly into the
1	False	dungeons_arise_seven_seas	galleon loot	loot-seed	survival	M-15	REJECT	{'REJECT': 1}	M-15 requires a boss drop gating a complex recipe — DASS has no boss entity, only loot chests; seeding a boss-key item w
1	False	dungeons_arise_seven_seas	shipwreck/galleon loot tables	loot-seed	magic	M-02	ACCEPT	{'ACCEPT': 1}	seed an Ars Nouveau source gem or Iron's arcane scroll into the sunken-ruin chests — magical salvage from old wrecks rea
1	False	dungeons_arise_seven_seas	floating fortress loot	loot-seed	economy	M-08	REJECT	{'REJECT': 1}	floating fortresses are aerial structures (not nautical) — M-08 is coin from *processed* scarcity, not from looting a fo
1	False	dungeons_arise_seven_seas	dungeons_arise_seven_seas floating fortress / galleon	loot-seed — seed a boss-key item or high-tier boss-drop equivalent in the captain's chest	survival	M-15	ACCEPT	{'ACCEPT': 1}	the naval fortress's captain's chest holds the only craftable-source of a deep-tech gate item — raid the seas to unlock 
1	True	dungeons_arise_seven_seas	ship/floating-fortress loot chests	loot-seed → aeronautics levitite_blend / portable-engine parts as themed rewards	aeronautics	M-15	ACCEPT	{'ACCEPT': 1}	"boarding a derelict galleon or sky-fortress and finding airship lift/engine components is thematically on-the-nose — na
1	False	dungeons_arise_seven_seas	dungeon hostiles / pirate crew	loot-seed	magic	M-02	ACCEPT	{'ACCEPT': 1}	pirate crew / cursed sailors drop a unique nautical essence or cursed gem used as a magic reagent (mob-drop reagent sink
1	False	dungeons_arise_seven_seas	dungeons_arise_seven_seas galleon/fortress loot chests	loot-seed	economy	M-34	ACCEPT	{'ACCEPT': 1}	seed a scarce nautical trade good (e.g. a sealed compass component or rare metal ingot) into galleon captains' cabin che
1	True	dungeons_arise_seven_seas	dungeons_arise_seven_seas ship/fortress/ruin loot chests	loot-seed (datapack edit) of magic reagents or boss-key drops	magic	M-34	ACCEPT	{'ACCEPT': 1}	boarding a galleon yields a traded reagent/component, so the explorer-specialist supplies others — a loot-table edit, no
1	False	dungeons_arise_seven_seas	sunken-ruin loot	loot-seed	magic	M-02	ACCEPT	{'ACCEPT': 1}	ancient sunken ruins are a coherent container for rare alchemical reagents (Ars source gems, Occultism soul shard fragme
1	False	dungeons_arise_seven_seas	galleon structure	thematic	aeronautics		REJECT	{'REJECT': 1}	static structures have no functional aeronautics method (they're not physics ships); a "thematic rhyme with airships" is
1	False	dungeons_arise_seven_seas	sea-dungeon loot tables (galleons, sunken ruins)	loot-seed (insert aeronautics-relevant blueprint fragment or structural alloy)	aeronautics	M-23	ACCEPT	{'ACCEPT': 1}	galleons and sunken fortresses are exactly where one finds old ship-building plans; seeding an airship/naval hull schema
1	False	dungeons_arise_seven_seas	sea-dungeon loot tables	loot-seed (scarce ocean-exclusive metal / prismarine composite)	economy	M-30	ACCEPT	{'ACCEPT': 1}	ocean structures are geographically distant from land bases; their exclusive drops are naturally region-locked, and the 
1	False	dungeons_arise_seven_seas	floating fortress / sunken ruins structures	loot-seed	aeronautics	M-31	ACCEPT	{'ACCEPT': 1}	deep-ocean fortresses are too far to swim to — they're natural aeronautics/ship destinations; seed a "ship schematics" o
1	False	dungeons_arise_seven_seas	dungeons_arise_seven_seas floating fortress / sunken ruins loot	loot-seed	survival	M-34	ACCEPT	{'ACCEPT': 1}	the naval structures are a danger zone (pressure face); seeding combat-supply drops (quality food, repair materials, rar
1	False	dungeons_arise_seven_seas	dungeons_arise_seven_seas loot chests	loot-seed (navigation/chart drops)	aeronautics	M-34	ACCEPT	{'ACCEPT': 1}	Naval charts, sextant parts, or sealed barometric components found in ocean dungeons feed the aeronautics/logistics arm'
1	False	dungeons_arise_seven_seas	galleon/fortress chest loot	loot-seed	create	M-15	ACCEPT	{'ACCEPT': 1}	the captain's strong-room in a galleon holds a salvaged navigation core (one-per-structure, rare) that is the boss-key i
1	False	dungeons_arise_seven_seas	dungeons_arise_seven_seas galleon / floating fortress structures	worldgen placement (existing)	aeronautics	M-31	ACCEPT	{'ACCEPT': 1}	galleons and sea-fortresses are exactly the kind of high-value objectives that justify an aeronautics raid-run — the bul
