times_suggested	from_opus	mod	from	via	to_pillar	motif	consensus	verdicts	hook
4	False	bountiful	bountiful decree objective pool	curating objectives toward Create-processed goods + magic reagents	create	M-29	ACCEPT	{'ACCEPT': 4}	a Decree configured to request Create-processed goods (pressed iron sheets, brass ingots) or magic reagents (source gems
3	False	bountiful	bounty objective pool seeded with Serene-Seasons harvests / seasonal crops	bountiful Decree (data-driven objective pool)	survival	M-16	ACCEPT	{'ACCEPT': 3}	a seasonal crop bounty only appears in the right season — players who engage with the farming calendar earn better rewar
3	False	bountiful	bountiful objectives (Create-processed goods, e.g. iron sheets, brass ingots)	bountiful decree (objective pool targeting Create outputs)	create	M-08	ACCEPT	{'ACCEPT': 3}	a "Blacksmith's Decree" board requests Create-fabricated materials — the tech spine gets a pull demand from the economy,
3	False	bountiful	bountiful:bountyboard reward pool	config setting payout to numismatics coin	economy	M-08	ACCEPT	{'ACCEPT': 3}	bounty rewards denominated in Numismatics coin make the board a player-economy consumption node — players spend effort (
3	False	bountiful	bountiful objective Decree pool	Decree targeting boss drops	survival	M-34	ACCEPT	{'ACCEPT': 3}	a high-tier board requesting boss drops turns combat specialists into the supply side — they farm boss drops, the board 
2	False	bountiful	bounty objective pool	Decrees requesting magic reagents (source gems, essences)	magic	M-02	REJECT	{'REJECT': 1, 'ACCEPT': 1}	magic reagents are scarce/progression items; turning them into routine bounty fodder cheapens scarcity and risks short-c
2	False	bountiful	bounty objective pool (fetch/kill)	bountiful decree targeting Create-processed goods or magic reagents	create	M-12	ACCEPT	{'ACCEPT': 2}	decrees that demand Create-processed outputs (e.g. iron sheet, brass ingot) or Ars reagents as turn-ins make surplus pro
2	False	bountiful	bountiful decree objective pool	mob-kill objectives for undergroundworlds/BOMD mobs	survival	M-02	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	the board posts a bounty on the Obsidilith or the Black Recluse — dangerous kills earn premium coin
2	False	bountiful	Create-processed output as bounty objective	config	create	M-08	ACCEPT	{'ACCEPT': 2}	A Decree that requests processed Create materials (iron sheets, precision mechanisms) as turn-in items creates economic 
2	False	bountiful	magic reagent as bounty objective	config	magic	M-02	ACCEPT	{'ACCEPT': 2}	Bounties that request magic reagents create demand from non-magic specialists — a trader who doesn't do magic can pay a 
2	False	bountiful	bounty objective pool seeded with Create-processed goods (copper sheet / brass ingot / etc.)	bountiful Decree objective pool	create	M-08	ACCEPT	{'ACCEPT': 2}	bounty demands processed metals, so running a Create line isn't just for gear — it fills contract orders for coin; scarc
2	False	bountiful	bountiful reward table → numismatics coin "faucet" concern			M-08	REJECT	{'REJECT': 2}	if bounty rewards inflate coin supply without a matching sink the player economy corrodes; the M-08 accept above must be
2	False	bountiful	bounty objective pools (Decree)	config (objectives = pack farm/hunt outputs)	survival	M-34	ACCEPT	{'ACCEPT': 2}	Decrees pointed at seasonal farm yields, fish, mob drops, or Create-processed goods turn Bountiful into a *demand gate* 
2	False	bountiful	bounty board	config (objective = Create-processed goods or magic reagents)	create	M-29	ACCEPT	{'ACCEPT': 2}	A Decree that requires e.g. Create-milled flour or an Ars imbuement reagent forces a cross-route dependency — the player
2	False	bountiful	bountiful:decree objective pool (item request)	config → pack-specific Create-processed goods (brass sheets, precision mechanisms, etc.) as objectives	create	M-29	ACCEPT	{'ACCEPT': 2}	a bounty board that requests Create-processed intermediates (precision mechanisms, brass ingots) creates cross-route dem
2	False	bountiful	bountiful bounty objective pool	config/datapack Decree targeting pack-specific goods	survival	M-26	ACCEPT	{'ACCEPT': 2}	bounties call for Create-processed goods, Ars reagents, or seasonal crops — the board turns pack production surplus into
2	False	bountiful	bountiful bounty objective pool	loot-seed / Decree targeting boss-route drops	economy	M-34	ACCEPT	{'ACCEPT': 2}	Decrees aimed at combat-route drops (boss materials, rare mob loot) make the bounty board a structured demand node for t
1	False	bountiful	bountiful:bounty (reward slot) → direct Ars source_gem / Iron's arcane_essence payout	bountiful reward	magic	M-01	REJECT	{'REJECT': 1}	paying magic currency directly from a quest board short-circuits the magic progression and the currency's scarcity role 
1	False	bountiful	bountiful objective pool	mob drops / boss drops as bounty objectives	organic	M-02	ACCEPT	{'ACCEPT': 1}	Kill-bounties for the pack's boss/mob drops (Cataclysm, Alex's Mobs) give isolated mob drops an economy use without forc
1	False	bountiful	bountiful objective pool	magic reagents (source gems, essences) as bounty objectives	magic	M-10	REJECT	{'REJECT': 1}	pointing bounties at Ars source gems or Occultism essences creates a shortcut around the magic pillar's own progression 
1	False	bountiful	bountiful reputation system	MineColonies colony integration (reputation unlocking colony-tier bounties)	create		REJECT	{'REJECT': 1}	interesting thematically but there is no registered method to route through, no motif covers colony-reputation gating, a
1	False	bountiful	bountiful bounty objective pool	data/decree config requesting Create-processed goods or magic reagents	create	M-02	ACCEPT	{'ACCEPT': 1}	a bounty that demands "10 iron sheets" or "a source gem" draws players into Create/magic loops for economic reward — the
1	False	bountiful	bountiful:bounty objective pool (Decree-configured demand)	Decree config targeting pack farm/hunt/craft outputs (Serene Seasons crops, OceansDelight dishes, Create-processed metals)	create	M-02	ACCEPT	{'ACCEPT': 1}	the board asks for elder guardian rolls in winter and bronze gears in spring — seasonal and pillar-crossing demand that 
1	False	bountiful	bountiful:decree objective pools (config)	farmersdelight:cooking / create:* outputs as requested items	create	M-12	ACCEPT	{'ACCEPT': 1}	Decrees that request processed goods (cooked meals, Create-pressed plates, aged cheese) turn the bounty board into a uni
1	False	bountiful	bountiful:bounty-epic tier	bountiful objective requiring magic reagents (ars source_gem, occultism essences)	magic	M-02	REJECT	{'REJECT': 1}	The objective pool can request anything, so "bounties requesting magic reagents" is a data-config decision, not a recipe
1	False	bountiful	boss-drop bounty objectives	bountiful decree targeting boss reagents	economy	M-02	ACCEPT	{'ACCEPT': 1}	premium "epic" bounties that call for obsidian_heart or ancient_anima reward top-tier coin — rare drops have a coin valu
1	False	bountiful	bountiful decree reward pool	magic reagents (ars_nouveau:source_gem or irons_spellbooks:arcane_essence) as rare bounty rewards	magic	M-01	REJECT	{'REJECT': 1}	giving magic currency as a free bounty reward bypasses the intended earn-through-craft path of M-01; the bounty board sh
1	False	bountiful	mob-kill bounty objectives (bountiful:decree pools targeting modded mobs)	config	survival	M-02	ACCEPT	{'ACCEPT': 1}	Kill-bounties on modded mobs (Alex's bison, Cataclysm bosses, Naturalist animals) funnel combat rewards into the coin ec
1	False	bountiful	seasonal crop as bounty objective	config	survival	M-16	ACCEPT	{'ACCEPT': 1}	A Decree active only in, say, autumn that asks for Serene Seasons harvest crops makes the bounty board respond to season
1	False	bountiful	bountiful:decree as a MineColonies unlock	recipe / config	create	M-15	ACCEPT	{'ACCEPT': 1}	Higher-rarity bounty Decrees (epic/rare) could require a MineColonies research or a colony-crafted component — tieing th
1	False	bountiful	bountiful:bounty (contract item)	create:printing (Create Enchantment Industry Printer)	create	M-20	REJECT	{'REJECT': 1}	Bountiful generates bounties from boards procedurally, not via a crafting or printing step. The Printer in CEI copies bo
1	False	bountiful	bountiful:decree (configurable objective category selector)	config — Aeronautics cargo delivery as objective type	aeronautics	M-01	REJECT	{'REJECT': 1}	no-motif — "fly cargo to location X" is not mapped to any M-01..M-24 motif; this is a legitimate future gate-0 motif can
1	False	bountiful	bountiful:decree crafting	recipe (crafting table)	economy		REJECT	{'REJECT': 1}	the decree is already economy-scoped and crafted with vanilla materials — no cross-system edge needed; a recipe weave he
1	False	bountiful	mob-kill bounties (Decree pool requesting monster kills)	bountiful:bounty (kill-mob objectives)	survival	M-02	ACCEPT	{'ACCEPT': 1}	bounties requesting kills of pack monsters (Cataclysm bosses, naturalist bears, born_in_chaos hostiles) create structure
1	False	bountiful	bounty board itself	minecolonies building (colony-placed bounty board)	survival		REJECT	{'REJECT': 1}	no motif covers "a block placed inside a colony building to extend its function." This is a theming desire, not a method
1	False	bountiful	Decree objective pools	datapack objective list	survival	M-12	ACCEPT	{'ACCEPT': 1}	Decrees point at pack farm/fish/hunt outputs (Farmer's Delight crops, seasonal fish, Serene Seasons locked produce) so t
1	False	bountiful	bountiful:bounty-epic payout	loot-seed or datapack reward	economy	M-15	REJECT	{'REJECT': 1}	M-15 is boss-key gating of tech recipes, not bounty rewards; an epic bounty paying boss-tier loot would shortcut boss-dr
1	False	bountiful	bounty objective pools	config/data — mob-drop objectives (boss drops, BIC dark_metal, Cataclysm drops)	survival	M-02	ACCEPT	{'ACCEPT': 1}	dangerous mob grinds pay off directly at the bounty board — combat effort becomes coin.
1	False	bountiful	bounty payout	config — magic reagent payout (ars source_gem) for rare bounties	magic	M-01	REJECT	{'REJECT': 1}	reagent-ownership — source_gem is the universal magic currency hub (M-01 reserved); handing it out as a bounty payout wo
1	False	bountiful	seasonal crop objectives (bountiful:decree pool seeded with Serene-Seasons crops)	config/Decree datapack	survival	M-16	ACCEPT	{'ACCEPT': 1}	a board asking for winter wheat when it's winter pulls the farming specialist out of their greenhouse — bounty board as 
1	False	bountiful	Create-processed objective (bountiful:decree pool seeded with brass/precision-mechanism)	config/Decree datapack	create	M-08	ACCEPT	{'ACCEPT': 1}	a high-tier bounty Decree requesting precision mechanisms for coin — indirect demand pressure bridging the Create worksh
1	False	bountiful	generic "any item is sellable" via bounty				REJECT	{'REJECT': 1}	generic-sellable, non-distinctive — economy de-emphasis; only the specifically structured Decree-based links above are d
1	False	bountiful	bountiful decree objectives (fish/crops from Tide/Upgrade Aquatic)	decree config	survival	M-12	ACCEPT	{'ACCEPT': 1}	a Provisions decree requests seasonal fish, crops, and processed foods — turning the survival pillar's food outputs into
1	False	bountiful	bountiful:bountyboard objectives (configurable to request pack items)	Decrees config pointing at Create-processed goods or magic reagents as required items	create	M-29	ACCEPT	{'ACCEPT': 1}	bounties that demand Create-pressed metal sheets or Ars source gems as turn-in items put a player-driven demand floor un
1	False	bountiful	bountiful:bountyboard (kill objectives)	Decrees config targeting pack boss mobs	survival	M-34	ACCEPT	{'ACCEPT': 1}	kill-bounties on dungeon bosses make combat specialists the supplier of bounty credits — boards create structured demand
1	False	bountiful	bountiful deck objectives	minecolonies research unlock	economy	M-37	ACCEPT	{'ACCEPT': 1}	gating higher-tier Decrees (rare/epic bounty pools) behind a MineColonies research node (e.g. Town Bulletin Board resear
1	False	bountiful	bounty	config (reward = XP or magic items)	magic	M-37	REJECT	{'REJECT': 1}	M-37 is "research/knowledge gate — a recipe unlocked by knowledge an item can't carry." Bounty rewards are item payouts,
1	False	bountiful	bountiful:decree (kill-mob objective)	config → magic-mob kills (Ars Nouveau summoned entities, Occultism rituals) as bounty objectives	magic	M-34	ACCEPT	{'ACCEPT': 1}	kill-bounties on magic-summoned creatures (Ars familiars, Occultism spirits) make combat-magic players a supply source —
1	False	bountiful	bounty objective pool	config/datapack (Decree definitions)	survival	M-26	ACCEPT	{'ACCEPT': 1}	Decrees target season-gated farm/hunt produce (Serene Seasons crops, Alex's Mobs pelts), so bounty demand renews each se
1	False	bountiful	bounty reward	config (reward = goods/rep, not coin)	economy	M-33	ACCEPT	{'ACCEPT': 1}	A "service bounty" pays with colony reputation or scarce crafted goods rather than coin — labor-market axis: a combat pl
1	False	bountiful	bountiful objective Decree pool	Decree targeting magic reagents (ars_nouveau:source_gem, occultism drops)	magic	M-29	ACCEPT	{'ACCEPT': 1}	same logic on the magic side — boards requesting arcane essences or occult drops pull magic-production demand through th
1	False	bountiful	bountiful reward → MineColonies building materials	Decree objectives requesting colony building blocks	economy	M-28	ACCEPT	{'ACCEPT': 1}	a Decree that requests colony-relevant materials (bricks, Create blocks, lumber) routes the colony-build pressure throug
1	False	bountiful	bounty Decree objective pool	config — objective requests Create-processed goods, magic reagents, or crop outputs	economy	M-26	ACCEPT	{'ACCEPT': 1}	Decrees that demand surplus production outputs (processed iron sheets, rare mushrooms, brewed potions) create repeating 
1	False	bountiful	Reputation → rare-bounty unlock	config — high-rep bounties request colony goods	economy	M-28	ACCEPT	{'ACCEPT': 1}	Reputation tiers that gate access to bounties requiring MineColonies-produced goods make colony development a progressio
1	False	bountiful	bountiful:decree (objective-category config)	config tie (bounty objective pool seeded with pack-specific outputs)	survival	M-26	ACCEPT	{'ACCEPT': 1}	boards demand the week's seasonal harvest — torchflower tea, sniffer eggs, Lantern Fruit — channelling the diet-variety 
1	False	bountiful	bountiful:decree (kill-objective pool)	config tie (kill-bounty list seeded with pack's hostile/dungeon mobs)	survival	M-34	ACCEPT	{'ACCEPT': 1}	boards post kill-bounties on dungeon-dwelling Kobolds, Skelebolds, and cave creatures — giving the combat specialist a c
1	False	bountiful	bountiful:decree (objective pool → magic reagents)	config tie (reagent objectives: datura, source_gem, boss-drop ingredients)	magic	M-02	ACCEPT	{'ACCEPT': 1}	boards request magic materials that only a ritual specialist can supply — turning arcane reagents into tradeable demand,
1	False	bountiful	bountiful Decree objective pools	config/Decree datapack — set Decree objective pools to include service-type objectives	economy	M-33	ACCEPT	{'ACCEPT': 1}	the bounty board posts "deliver this cargo to that player's colony" or "bring a fully-enchanted sword"; labor has value,
1	False	bountiful	farm/hunt/fish outputs (seasonal crops, Spawn seafood, FD meats)	bountiful:decree objective pool config	survival	M-26	ACCEPT	{'ACCEPT': 1}	Bountiful boards commission the pack's farm and hunt produce — a wheat harvest in winter or a barrel of crabs in summer 
1	False	bountiful	Create-processed goods (iron_sheet, brass_ingot, treated_wood)	bountiful:decree objective pool config	create	M-29	ACCEPT	{'ACCEPT': 1}	The bounty board requests Create-processed fittings — iron sheets and treated planks for a colony build — pulling the te
1	False	bountiful	bountiful:bounty turn-in	numismatics coin reward	economy	M-08	REJECT	{'REJECT': 1}	bounty payout in minted coin is an NPC-style coin faucet (coin appears from nowhere, not from another player's wallet); 
1	False	bountiful	magic reagents (ars_nouveau:source_gem, occultism:silver_dust, irons_spellbooks:arcane_essence)	bountiful:decree objective pool	magic	M-37	ACCEPT	{'ACCEPT': 1}	The bounty board commissions a batch of source gems or arcane essence — a tech player paying a magic specialist for thei
1	False	bountiful	bountiful (fetch-item objectives)	decree config requesting magic reagents (ars_nouveau essences, occultism dusts, irons scrolls)	magic	M-37	REJECT	{'REJECT': 1}	M-37 is research/knowledge gate (recipe unlocked by knowledge that isn't tradeable); a bounty requesting magic items is 
1	False	bountiful	bountiful:decree objective pool (high-tier/epic Decree)	M-22 lunar reagent tie — configure a Decree category that only appears (or pays triple) during an Enhanced Celestials blood moon event, requesting lunar-event drops (brazil_legends bloodmoon materials, enhanced moon mob drops)	survival	M-22	ACCEPT	{'ACCEPT': 1}	a blood-moon Decree board lights up during the red event, paying premium coin for the night's dangerous harvest — the bo
1	False	bountiful	bountiful Decree tier architecture (common/uncommon/rare/epic)	config design — map Decree tiers to the pack's production tiers: common = everyday farm/hunt outputs, uncommon = Create-processed intermediates, rare = magic reagents, epic = boss drops + endgame components; this isn't a single weave but a structural config decision that makes every other Decree-based ACCEPT coherent	economy	M-29	ACCEPT	{'ACCEPT': 1}	aligning Decree rarity to production-system depth means the board's implicit progression ladder mirrors the loop — a new
36	True	cold_sweat	cold_sweat:hearth (the multiblock climate-control block)	create:mechanical_crafting (gate its recipe on brass/andesite casing as inputs)	create	M-05	ACCEPT	{'ACCEPT': 37, 'REJECT': 1}	the Hearth is the survival pillar's single most important block (12,000-block climate radius, unlocks the Nether); gatin
11	False	cold_sweat	cold_sweat:filled_waterskin (hot/cold)	create:filling (already exists as inbound weave per dossier)	create	M-12	REJECT	{'REJECT': 10, 'ACCEPT': 1}	the dossier already records `create:filling` as an existing inbound weave on cold_sweat — this connection is already aut
5	False	cold_sweat	cold_sweat temperature system	M-16 seasonal reagent config-tie	survival	M-16	ACCEPT	{'REJECT': 2, 'ACCEPT': 3}	this is already the intended design (Cold Sweat + Serene Seasons = seasons drives temperature); there's no new weave her
5	False	cold_sweat	cold_sweat insulation sewing (goat_fur, chameleon_molt, hoglin hide → insulated armor)	farmersdelight:cutting (butchering gives hide/fur byproducts) or create:cutting	create	M-12	ACCEPT	{'ACCEPT': 4, 'REJECT': 2}	The cutting board breaks down a freshly-skinned hide into usable insulation strips — the kitchen table is part of cold-w
4	False	cold_sweat	cold_sweat:boiler + cold_sweat:icebox	create:mechanical_crafting (gate on copper/zinc components — cheaper than hearth)	create	M-05	ACCEPT	{'ACCEPT': 3, 'REJECT': 1}	the half-power climate emitters also require basic Create metal — reinforces the dependency without making early temp ma
