times_suggested	from_opus	mod	from	via	to_pillar	motif	consensus	verdicts	hook
2	True	alexsmobs	alexsmobs boss-tier drop (void_worm_beak)	boss drop as gate item in a complex Create/tech recipe	create	M-15	ACCEPT	{'ACCEPT': 2}	a Void Worm trophy unlocks a high-tier machine — the boss as a progression gate.
2	True	alexsmobs	alexsmobs rare drops/tames	sell for coin	economy	M-08	REJECT	{'REJECT': 2}	dossier's "M-08 coin-from-scarcity" here is really a bare sell; the demand-gating is M-34 (combat-supply) + M-15 (boss-k
2	False	alexsmobs	alexsmobs:leafcutter_ant_chamber (passive resource generator)	minecolonies route	economy	M-28	ACCEPT	{'ACCEPT': 2}	the anthill is a passive farm of leaf/composted matter — wiring its output into a MineColonies composter or zero-waste r
1	True	alexsmobs	alexsmobs:banana / banana_peel (meme content)	any method	any		REJECT	{'REJECT': 1}	whimsical/meme drop; routing the banana into a solemn ritual or the tech spine is the textbook tone-clash lifeless-threa
1	False	alexsmobs	alexsmobs:void_worm_beak (endgame — void worm is a mini-boss)	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 1}	the void worm is the most alien creature in the mod; its beak infused in the enchanting apparatus as a high-tier arcane 
1	False	alexsmobs	alexsmobs:void_worm (boss fight, rare)	occultism:ritual — void worm parts as a ritual gate material	magic	M-02	ACCEPT	{'ACCEPT': 1}	A worm from the void should feed void/dimensional magic; routing it as an Occultism ritual ingredient is thematically ob
1	False	alexsmobs	alexsmobs:banana / banana_slug_slime / acacia_blossom (food/organic drops)	create:crushing or create:milling	create	M-03	REJECT	{'REJECT': 1}	tone clash — crushing bananas and flowers in a Create millstone reads as absurd comedy, not cohesive tech; everyday orga
1	False	alexsmobs	alexsmobs rare drops (skunk_spray, banana_slug_slime)	recipe (irons_spellbooks:alchemist_cauldron_brew)	magic	M-10	ACCEPT	{'ACCEPT': 1}	alchemical cauldron turning exotic animal secretions (skunk spray = a reagent! slug slime = a binding medium) into Iron'
1	False	alexsmobs	alexsmobs:void_worm_effigy	loot-seed / boss drop	create	M-15	ACCEPT	{'ACCEPT': 1}	the void worm effigy — a totem of an endgame beast — unlocks a high-tier Create recipe as a boss-key gate (M-15 boss-key
1	False	alexsmobs	alexsmobs:void_worm_beak / ender_residue (boss/endgame drops)	ars_nouveau:imbuement	magic	M-02	ACCEPT	{'ACCEPT': 1}	void worm pieces are alien/eldritch material — infusing them into a powerful arcane reagent fits both the item's power t
1	False	alexsmobs	alexsmobs:leafcutter_anthill (passive resource generator, produces leaves/wood)	create:milling	create	M-12	REJECT	{'REJECT': 1}	anthill leaf/wood output milling into pulp/sawdust is mechanically valid but thematically weak — the anthill is a living
1	False	alexsmobs	alexsmobs:straddlite_block / alexsmobs:purpur_planks (structural deco blocks)	create:crushing	create	M-04	REJECT	{'REJECT': 1}	M-04 is specifically for metal/stone deco; purpur planks are wood-analog and straddlite is creature-origin; the deco rec
1	False	alexsmobs	alexsmobs:ambergris	create:milling	create	M-12	REJECT	{'REJECT': 1}	ambergris is already claimed for the magic infusion route (M-10 via enchanting_apparatus) which is the stronger, more co
1	False	alexsmobs	alexsmobs mob drops (bear_dust, banana_slug_slime, etc.)	create:crushing	create	M-02	ACCEPT	{'ACCEPT': 1}	Organic drops run through the millstone or crusher yields intermediates (pigment, sticky resin, fine powder) — fauna fee
1	False	alexsmobs	alexsmobs:ambergris	occultism:spirit_trade (M-18)	magic	M-18	REJECT	{'REJECT': 1}	ambergris is already ACCEPT via M-10 imbuement; adding a second routing to spirit_trade for the same item creates ambigu
1	False	alexsmobs	alexsmobs:skunk_spray	create:mixing	create	M-02	REJECT	{'REJECT': 1}	skunk spray is a highly situational/comedic drop with no natural industrial use; routing it through a mixing recipe for 
1	True	alexsmobs	void_worm_beak / ender_residue / ambergris (exotic boss/biome drops)	occultism:ritual or occultism:spirit_fire	magic	M-11	ACCEPT	{'ACCEPT': 1}	the void worm's beak is exactly the kind of impossible-to-fake reagent an occult ritual would demand.
1	True	alexsmobs	ender_residue / soul-tied drops	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 1}	ender residue refines into source — end-touched matter feeding the arcane.
1	True	alexsmobs	bear_dust / bone / shell drops	create:crushing / create:mixing	create	M-02	ACCEPT	{'ACCEPT': 1}	bulk mob drops crush into useful powders so the menagerie feeds the machines.
1	True	alexsmobs	void_worm_beak (boss-signature)	gated Create/tech recipe input	create	M-15	ACCEPT	{'ACCEPT': 1}	the void worm drop is a boss-key on-ramp to a high-tier machine.
1	True	alexsmobs	rare tames/drops	numismatics sell	economy		REJECT	{'REJECT': 1}	generic-sellable, non-distinctive — economy de-emphasis.
1	False	alexsmobs	alexsmobs:ender_residue	create_dragons_plus:ending (bulk-ending fan process, uses ender catalyst)	create	M-02	ACCEPT	{'ACCEPT': 1}	ender residue from Alex's end-themed mobs is exactly the fluid the Bulk-Ending fan station wants as a catalyst input — o
1	False	alexsmobs	alexsmobs:banana_slug_slime	create:mixing	create	M-12	ACCEPT	{'ACCEPT': 1}	slug slime as a natural adhesive/lubricant for Create belts or mechanical components — a thematically coherent mob-drop 
1	False	alexsmobs	alexsmobs:leafcutter_anthill (passive resource generator)	economy (M-33 service)	economy	M-33	ACCEPT	{'ACCEPT': 1}	setting up and managing an anthill resource generator is a specialized labor; the anthill owner provides leaf-mold or su
1	False	alexsmobs	alexsmobs:void_worm_effigy as decoration				REJECT	{'REJECT': 1}	no-motif forced deco edge; functional items should route through methods, not be re-framed as decoration to claim a seco
1	False	alexsmobs	alexsmobs:ambergris (ocean-rare)	GTMOGS regional distribution (ocean biomes only)	economy	M-30	ACCEPT	{'ACCEPT': 1}	ambergris only comes from deep ocean hunters — land-locked players must trade for it; regional supply gap drives exchang
1	False	alexsmobs	alexsmobs:leafcutter_ant_chamber (passive resource generator, biomass output)	tfmg:vat_machine_recipe (biomass → fuel intermediate)	create	M-32	ACCEPT	{'ACCEPT': 1}	leafcutter ant biomass waste is a byproduct of the farm — route it through TFMG's vat as a fermentation feedstock, tight
1	False	alexsmobs	alexsmobs:transmutation_table (block-conversion mechanic)	bare "use it in a magic recipe"	magic		REJECT	{'REJECT': 1}	the transmutation table is alexsmobs' own mechanic; routing foreign material through it doesn't compose with an approved
1	False	alexsmobs	alexsmobs:leafcutter_ant_chamber (passive resource generator)	create:mixing (leaf-mush → fertilizer)	create	M-12	ACCEPT	{'ACCEPT': 1}	leafcutter ants produce leaf-fragment biomass passively; running it through a Create mixer produces fertilizer or compos
1	False	alexsmobs	alexsmobs:ambergris / void_worm_beak (rare drops, traded by combat/ocean specialists)	loot + emergent trade	economy	M-34	ACCEPT	{'ACCEPT': 1}	someone has to go hunt void worms; the rest of the server buys the beak
1	False	alexsmobs	alexsmobs seasonal-spawn gate	Serene Seasons config	survival	M-16	REJECT	{'REJECT': 1}	no documented seasonal spawn restriction in alexsmobs; proposing a seasonal config tie for generic biome mobs is specula
1	False	alexsmobs	alexsmobs:ambergris	create:crushing (as a Create feedstock intermediate)	create	M-03	REJECT	{'REJECT': 1}	ambergris is already being proposed as a magic reagent (ACCEPT above via M-02/M-10); double-spending it as a Create crus
1	False	alexsmobs	alexsmobs:ambergris (raw)	create_cheese:maturing (or extradelight:drying_rack)	create	M-35	ACCEPT	{'ACCEPT': 1}	Raw ambergris sits in the aging cellar for days before it becomes refined ambergris (the actual reagent) — a time-gated 
1	False	alexsmobs	alexsmobs:ambergris (rare deep-ocean mob drop, waxy organic)	create_cheese:maturing (raw ambergris sits in the maturing rack for several days before becoming refined ambergris usable as a magic reagent)	economy	M-35	ACCEPT	{'ACCEPT': 1}	raw ambergris needs time to cure before an arcanist can use it — a trade specialist who runs the aging cellar sits betwe
1	True	bundle_recipe	minecraft:bundle (re-enabled vanilla recipe)	numismatics / logistics	economy		REJECT	{'REJECT': 1}	this mod only re-adds the vanilla bundle crafting recipe (a datapack parity fix); the bundle is a vanilla everyday QoL c
1	False	bundle_recipe	minecraft:bundle (the enabled item)	create:milling or create:pressing (leather processing as Create-alternative route)	create	M-12	REJECT	{'REJECT': 1}	the mod only re-adds a vanilla crafting recipe for bundles — the bundle itself is a vanilla item with a leather-and-stri
5	False	create_compressed	create_compressed:wheat_flour_pile / dough_block	bakery / farm_and_charm:crafting_bowl or stove	survival	M-12	REJECT	{'ACCEPT': 2, 'REJECT': 3}	compressed flour/dough blocks feed directly into bakery cooking chains — bulk Create milling output becomes bakery feeds
4	False	create_compressed	create_compressed:mechanism_block / cogwheel_block (compressed Create mechanical parts)	aeronautics construction recipe	aeronautics	M-23	ACCEPT	{'ACCEPT': 3, 'REJECT': 1}	compressed mechanism blocks are a natural structural intermediate for building large Aeronautics ship hulls — requiring 
4	False	create_compressed	create_compressed crushed ore pile blocks (crushed_tin_pile, crushed_copper_pile, etc.)	aeronautics cargo hold design	aeronautics	M-31	REJECT	{'REJECT': 2, 'ACCEPT': 2}	compressed storage blocks reduce the volume of bulk goods for shipping — this could be argued as enabling the logistics 
3	False	create_compressed	create_compressed:mechanism_block / cogwheel_block / shaft_bundle (bulk mechanical parts)	recipe (crafting-table → aeronautics structural component)	aeronautics	M-24	REJECT	{'ACCEPT': 1, 'REJECT': 2}	building an airship frame from compressed mechanism blocks — bulk-packed Create parts as structural aeronautics inputs —
2	False	create_compressed	create_compressed sheet_block (brass/iron/copper/gold sheet blocks)	M-23 structural alloy (compressed sheet blocks as aeronautics airframe structural components — a builder uses sheet blocks for hull plating)	aeronautics	M-23	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	an engineer compresses dozens of metal sheets into sheet-block panels that serve as structural hull plating for Aeronaut
2	False	create_compressed	create_compressed:crushed_<metal>_pile	create:splashing (bulk washing) + aeronautics hull recipe	aeronautics	M-23	REJECT	{'REJECT': 2}	raw crushed ore is not a structural alloy; M-23 requires fabricated plates/beams, not ore piles. The compressed piles ar
2	False	create_compressed	create_compressed crushed-ore pile blocks (e.g. crushed_copper_pile)	create:splashing (bulk washing)	create	M-03	REJECT	{'REJECT': 1, 'ACCEPT': 1}	this is already the mod's own documented mechanic (bulk-wash block → 9× nuggets) — it's an intra-Create operation, not a
2	False	create_compressed	create_compressed cogwheel_block / mechanism_block (bulk storage of Create mechanical parts)	MineColonies requester	economy	M-28	ACCEPT	{'ACCEPT': 2}	the colony Blacksmith/Mechanic hut can request a cogwheel_block (= 9 cogwheels) as a single line item — bulk-compressed 
2	False	create_compressed	create_compressed:iron_sheet_block / brass_sheet_block (compressed structural sheet storage)	aeronautics construction	aeronautics	M-23	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	the structural hull plating for an airframe is sourced from compressed sheet blocks — a Create producer stockpiles sheet
2	False	create_compressed	create_compressed:crushed_<scarce>_pile blocks (crushed_platinum_pile, crushed_quicksilver_pile, crushed_silver_pile, crushed_lead_pile — coin-grade metals in 9× compressed form)	aeronautics cargo (M-31 bulk-good logistics)	economy	M-31	ACCEPT	{'ACCEPT': 2}	a crate of compressed palladium ore is the natural export unit of a Create mining base — bulk enough that moving it by a
1	False	create_compressed	create_compressed:crushed_*_pile blocks (compressed crushed ores, especially regional/scarce metals — lead, zinc, nickel, osmium, uranium, platinum, quicksilver)	recipe (crafting-table or Create:compacting)	economy	M-08	ACCEPT	{'ACCEPT': 1}	a chest of compressed crushed zinc is a tradeable bulk-goods unit — the Create supply chain's native export format plugs
1	False	create_compressed	create_compressed:dough_block / wheat_flour_pile	recipe (Create:milling or farmersdelight:cutting)	survival	M-12	REJECT	{'REJECT': 1}	create_compressed already sits inside Create's own ecosystem; routing dough blocks into food chains adds a trivial one-s
1	False	create_compressed	create_compressed bulk-pile blocks (compressed crushed ores)	create:splashing / bulk washing	create	M-04	REJECT	{'REJECT': 1}	crushing/washing flow is entirely within Create's own ecosystem — the compressed block → bulk wash path is exactly what 
1	False	create_compressed	create_compressed:crushed_<metal>_pile blocks	create:mixing (batch processing)	create		REJECT	{'REJECT': 1}	same-pillar; the compressed blocks feeding Create's own mixing chain is a Create-internal efficiency path, not a cross-p
1	False	create_compressed	create_compressed mechanism_block	M-24 mechanical component (compressed mechanism blocks as dense drivetrain components for Aeronautics engines — a ship mechanic needs mass-produced mechanism blocks for the propulsion assembly)	aeronautics	M-24	ACCEPT	{'ACCEPT': 1}	mass-produced mechanism blocks (9 mechanisms compressed) are required for large-scale propulsion assemblies — a Create s
1	True	create_compressed	crushed_<metal>_pile blocks (e.g. crushed_silver_pile, crushed_platinum_pile)	numismatics mint after bulk-washing back to nuggets	economy	M-08	REJECT	{'REJECT': 1}	these are 1:9 storage forms of Create's own intermediates, not a new scarce material; the coin weave belongs on the unde
1	True	create_compressed	crushed_<metal>_pile	create:splashing (bulk washing)	create	M-04	REJECT	{'REJECT': 1}	already its native mechanic (compress/decompress via Create); not a new cross-system edge.
1	False	create_compressed	create_compressed crushed-ore pile blocks	create:splashing (Bulk Washing)	create	M-32	REJECT	{'REJECT': 1}	this is Create-internal (bulk-washing crushed-ore piles is already the mod's own mechanic described in its dossier). M-3
1	False	create_compressed	create_compressed crushed-ore pile blocks	loot-seed	economy	M-30	REJECT	{'REJECT': 1}	the pile blocks are storage aliases for Create crushed ore — they don't gate regional demand, they just compress it; M-3
1	False	create_compressed	create_compressed:cogwheel_block / mechanism_block	create:mechanical_crafting	aeronautics	M-23	REJECT	{'REJECT': 1}	the cogwheel_block is already a Create internal; routing a Create-internal compressed storage block into aeronautics hul
1	False	create_compressed	create_compressed wheat_flour_pile / dough_block	farmersdelight:cooking or create:mixing into bread/pastry recipes	survival	M-12	ACCEPT	{'ACCEPT': 1}	compressing flour into pile blocks then feeding the pile into a mill-chain batch reduces the per-item handling — surviva
1	False	create_compressed	create_compressed:crushed_<metal>_pile blocks (bulk crushed ore storage)	create:splashing (bulk washing)	create	M-32	REJECT	{'REJECT': 1}	the bulk-wash → nuggets path is already create_compressed's core mechanic (it's internal Create→Create byproduct cycling
6	False	create_confectionery	create_confectionery (chocolate brick blocks — deco set)	create:crushing back to raw + XP nugget (M-04 Create recycles deco)	create	M-04	ACCEPT	{'ACCEPT': 5, 'REJECT': 1}	Chocolate brick deco blocks (chocolate_bricks, caramel_bricks, gingerbread_bricks) being crushable back into cocoa powde
5	False	create_confectionery	create_confectionery:hot_chocolate (warm comfort drink, Regeneration effect)	cold_sweat integration — hot_chocolate counts as a warming consumable	survival	M-12	REJECT	{'ACCEPT': 1, 'REJECT': 4}	Hot Chocolate granting Regeneration *and* body-warming makes the confectionery line double as cold-biome survival gear —
4	False	create_confectionery	create_confectionery effect candies (Speed/Saturation)	irons_spellbooks:alchemist_cauldron_brew or ars_nouveau:imbuement	magic	M-10	REJECT	{'REJECT': 3, 'ACCEPT': 1}	candy-as-magic-reagent is a tone mismatch — the confectionery vibe is whimsical-food, while arcane infusion wants minera
4	False	create_confectionery	create_confectionery:bar_of_ruby_chocolate / special chocolates	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 4}	chocolate as a surprisingly effective alchemical carrier — ruby chocolate imbuement-catalyses a minor Ars spell focus, t
4	False	create_confectionery	create_confectionery candy effects (Speed/Saturation)	M-26 consumption sink	economy	M-26	ACCEPT	{'ACCEPT': 4}	candies are consumable effect items that players spend continuously (buffs expire, hunger returns); the confectionery ch
3	False	create_confectionery	create_confectionery chocolate (bars/fluids)	extradelight:oven / extradelight:mixing_bowl	survival	M-12	ACCEPT	{'ACCEPT': 3}	chocolate is an ingredient, not just an endpoint — routing create_confectionery's chocolate into ExtraDelight's kitchen 
3	False	create_confectionery	create_confectionery effect candies (Speed, Mining Fatigue clear, Phantom-repel)	create:mixing (seasonal sweetener input)	survival	M-16	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	A seasonal sweetener (e.g. a spring honey or autumn berry, Serene-Seasons-gated) catalyzes the most potent candy recipes
2	False	create_confectionery	create_confectionery:hot_chocolate (Regeneration effect)	ars_nouveau:imbuement or occultism:spirit_fire	magic	M-10	REJECT	{'REJECT': 2}	Hot Chocolate's Regeneration buff is a minor food effect, not a magic-tier reagent; routing it through infusion would mi
2	False	create_confectionery	create_confectionery:gingerbread_block / caramel_bricks	create:crushing	create	M-04	REJECT	{'REJECT': 2}	crushing gingerbread or caramel bricks to recover raw materials is tonally absurd and mechanically useless (there is no 
2	False	create_confectionery	create_confectionery:restful_chocolate (phantom repellent) / mining fatigue clear	ars_nouveau:imbuement	magic	M-10	REJECT	{'REJECT': 1, 'ACCEPT': 1}	"infuse chocolate to make magic reagent" is a tone clash — a confectionery mod's effect candies read as food, not arcane
2	False	create_confectionery	create_confectionery output (chocolate goods, effect candies)	MineColonies colony request or demand driver	economy	M-28	ACCEPT	{'ACCEPT': 2}	a MineColonies colony requests chocolate goods as a colony supply (colony citizens consume candies as morale/buff items)
2	False	create_confectionery	create_confectionery:hot_chocolate	create:filling / extradelight:vat	survival	M-26	ACCEPT	{'ACCEPT': 2}	hot chocolate consumed for Regeneration is a recurring expendable — players keep buying/making it (especially in dangero
1	False	create_confectionery	create_confectionery:hot_chocolate (grants Regeneration effect food)	irons_spellbooks:alchemist_cauldron_brew	magic	M-12	ACCEPT	{'ACCEPT': 1}	Hot chocolate — a warm restorative — is a plausible cauldron brew input that yields a low-tier Regeneration potion, brid
1	False	create_confectionery	create_confectionery:gingerbread_block / candy_cane deco	recipe (crafting)	aeronautics		REJECT	{'REJECT': 1}	routing deco blocks into airship recipes is pure filler; no motif, and the whimsical confectionery tone clashes with str
1	False	create_confectionery	create_confectionery:candy_cane / candy_cane_block	seasonal crop gate (Serene Seasons winter)	survival	M-16	REJECT	{'REJECT': 1}	requires adding a peppermint/seasonal crop as input that does not currently exist in the pack; additive ingredient desig
1	False	create_confectionery	create_confectionery:candy_cane_block / gingerbread_block (deco food blocks)	create:crushing	create	M-04	REJECT	{'REJECT': 1}	already firmly anchored to Create; crushing its own deco blocks back doesn't add a system — it just deepens a loop withi
1	False	create_confectionery	create_confectionery:candy (Speed/Saturation effects)	farmersdelight:cooking / extradelight:*	survival	M-12	REJECT	{'REJECT': 1}	candies already land solidly in survival via their effect grants; adding an extra cooking step on top of the Create chai
1	False	create_confectionery	candy (black_chocolate_candy / speed-grant confections)	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 1}	an effect candy (Speed, Saturation) imbued with source_gem becomes a portable short-burst spell-candy, giving Ars a mund
1	False	create_confectionery	create_confectionery:effect_candy (* speed/saturation/regen)	irons_spellbooks:alchemist_cauldron_brew	magic	M-10	REJECT	{'REJECT': 1}	Iron's alchemist cauldron is for potion/spell brewing, and candy-as-potion-ingredient is a stretch in tone (confectioner
1	False	create_confectionery	create_confectionery:caramel / hot_chocolate	farmersdelight:cooking	survival	M-12	REJECT	{'REJECT': 1}	survival is already an existing anchor (candy outputs feed survival pressure). Adding a cooking sub-step would be depth-
1	False	create_confectionery	create_confectionery:bar_of_black_chocolate (mid-tier processed good, multi-step)	farmersdelight:cooking / extradelight:melting_pot	survival	M-12	ACCEPT	{'ACCEPT': 1}	molten chocolate as a cooking-recipe input for fancy dessert dishes in FD/ExtraDelight, deepening the food web without a
1	False	create_confectionery	create_confectionery:hot_chocolate	create_confectionery:*_candy effect foods	economy	M-26	ACCEPT	{'ACCEPT': 1}	effect candies (Speed, Regen, Mining Fatigue cure) are consumed on use — demand never zeroes; these are repeating consum
1	False	create_confectionery	create_confectionery:bar_of_ruby_chocolate	loot-seed	survival	M-34	REJECT	{'REJECT': 1}	the mod has loot=yes but its loot tables are for the confectionery chest drops, not boss/combat drops; M-34 is combat-ro
1	False	create_confectionery	create_confectionery:*_candy (Speed/Saturation effect candies)	ars_nouveau:potion_flask	magic	M-10	REJECT	{'REJECT': 1}	effect candies already satisfy the survival anchor (food/effects); routing them ALSO into potion flasks at this tier wou
1	False	create_confectionery	create_confectionery chocolate fluids (black/white/ruby/caramel buckets)	create:mixing as ingredient	economy	M-29	ACCEPT	{'ACCEPT': 1}	chocolate fluid becomes a cross-route dependency — another food mod's recipe (e.g. Farmer's Delight pastry, CookingForBl
1	False	create_confectionery	create_confectionery:*_candy	minecolonies requests	economy	M-28	ACCEPT	{'ACCEPT': 1}	colony children/workers request candy as a comfort item; a confectionery specialist supplies the colony's morale goods (
